,text,hs,translated_text
313,rt @ brani2000 : pilkada beltim kampung ahok 33 % suara . babel kalah telak . pilkada dki ? 3 % suara,0,RT @ Brani2000: Beltim Pilkada Kampung Ahok 33% of the vote.Babylon loses heavily.DKI PILKADA?3% of the sound
314,rt @ digembok : ya allah ... beneran ... ahok samperin si emak ...,0,RT @ padled: O Allah ... Really ... Ahok Samperin the Ma'am ...
315,"terimakasih @ basukibtp 5 tahunnya , 3 sbg wakil gubernur & 2 sbg gubernur !",0,"Thank you @ bukunibtp 5 years, 3 as Deputy Governor & 2 as the Governor!"
316,"rt @ eliya_mkom : kesimpulannya tuips , mari menangkan agus sylvi putaran , gak pakai 2 putaran , habiskan",0,"RT @ eliya_mkom: The conclusion of Tuips, let's win Agus Sylvi round, don't use 2 rounds, spend"
317,selamat kemenangannya anies & sandi . semoga jakarta bersatu,0,Happy victory Anies & password.Hopefully Jakarta to unite
318,bangga memiliki putra bangsa basuki jarot .,0,Proud to have the nation's son Basuki Djarot.
319,"temen-temen , apapun pilihannya , kehidupan pilkada . mari merangkul & jakarta maju bahagia .",0,"Friends, whatever choice, life elections.Let's embrace & jakarta forward happy."
320,"selamat status barunya # aniessandi , semangat ya , semoga sesuai janjinya",0,"Happy new status # aniessandi, spirit Yes, hopefully according to his promise"
321,"ahok @ basukibtp tetep semangat yaaa , menghargai kerja keras ucapkan selamat kemenangan paslon nomor 3 # aniessandi !",0,"Ahok @ Basuki BTP Stay spirit Yes, appreciate the hard work Say Happy Victory Paslon Number 3 # Aniessandi!"
322,terima kasih ahok djarot bangga perna pimpin berdua ... semangat ... sukses,0,Thank you Ahok Djarot Proud of Pernin Both ... Spirit ... Success
323,terima kasih ahok-djarot,0,Thank you ahok-djarot
324,rt @ ferpuadvocates : sumarsono : gaya ahok yg kerja keras patut dicontoh bagus ! ! !,0,RT @ ferpuadvocates: Sumarsono: Ahok style that works hard is well emulated!Thank you!Thank you!
325,"rt @ franstone888 : klo jujur pake hati nurani , ahok adlh yg terbaik jakarta . gubernur yg jujur benar2 perhatian pd warga",0,"RT @ Franstone888: If honestly use the conscience, Ahok is the best Jakarta.the governor who is honest is really concerned at residents"
326,ahok the best salut orang nya sabar cobaan tuhan ahok is the best,0,Ahok the best salute the person patient God Ahok is the best
327,"rt @ hariadhi : makasih ahok , ajarkan makna peduli rakyat . andai dpt kesempatan",0,"RT @ HariaDhi: Thank you Ahok, teach the meaning of people's caring.If you can get an opportunity"
328,rt @ ipunglombok : hadeuuuh.. gaduh gini pilkada dki ya ... pilkada serentak 2015 aman aman ?,0,RT @ ipunglombok: Houseuhuuh .. have gini elimination of DKI yes ... elimination of concentrated 2015 safe safe?
329,"rt @ mbaknevi : masyarakat transportasi jakarta dukung ahok-djarot , https : \/\/t.co\/7fdwk8xvcb",0,"RT @ Mbaknevi: Jakarta Transportation Society Supports Ahok-Djarot, https: \ / \ / t.co \ / 7FDWK8XVCB"
330,"tertarik debat pilkada dki , menarik . salah cagub mengepalkan tangan menjelas",0,"Interested in the DKI regional election debate, interesting.wrong cagub clenching his hands to"
331,semangat . maju tuhan . god bless you more and forever bpk ahok family,0,spirit .Forward God.God Bless You More and Forever Mr. Ahok Family
332,"selamat bertugas anis , semoga jakarta !",0,"Congratulations on Duty Anis, Hopefully Jakarta!"
333,"@ aniesbaswedan @ sandiuno selamat ya , tunggu program terealisasi . kecewakan jakarta",0,"@ Aniesbaswedan @ Sandiuno Congratulations Yes, wait for the realized program.Dissility Jakarta"
334,mendoakan yg terbaik untk ucapan saudara gaza palestina,0,Happening the best of Gaza Palestinian brother
335,selamat untk bpk @ aniesbaswedan & @ sandiagauno kemenangannya . semoga allah memberkahi disetiap langkah yg ambil aminnn salam3jari,0,Happy UNTK BPK @ Aniesbaswedan & @ Sandiagauno his victory.May Allah be in every step of taking Aminnn salam3jari
336,rt @ netmediatama : terbaik ajang debat terbuka !,0,RT @ netmediatama: Best Open Debate Event!
337,anies @ sandiuno selamat ya terpilih jd gubernur wagub jakarta .,0,Anies @ Sandiuno Congratulations on the Chosen Governor of the Governor of Jakarta.
338,rt @ partaisocmed : kejahatan perbankan yg spin tim ahy kepentingan pilkada,0,RT @ PARTAISOCMED: Banking Crime Spin Team Ahy Interest Pilkada Interest
339,rt @ swamediumcom : agus-sylvi diprediksi maju putaran pilkada dki versi survey grp,0,RT @ Swamediumcom: Agus-Sylvi Predicted Advanced Round Election DKI Version Survey GRP
340,rt @ temanahok : alhamdulillah sambutan antusias warga blusukan ahok real . ngga settingan .,0,RT @ friends: Alhamdulillah remarks are enthusiastic about the residents of Ahok Real Blusukan.No setting.
341,detik ahok harapan terbesar # prayforjakarta,0,ahok's greatest hope # prayforjakarta
342,tuhan rencana yg indah ahok djarot,0,God's beautiful plan ahok djarot
343,selamat terima kasih ahok djarot yg menunjukan negara orang2,0,happy thank you ahok djarot who shows people people
344,terima kasih kebaikan jakarta tancapkan hati warga jakarta,0,Thank you for the kindness of Jakarta plugging the heart of Jakarta residents
345,anies sandi menang,0,Anies password win
346,"terima kasih . pendukung , percayalah ... tuhan terbaik . # jakartapunyasemua",0,"thank you .Supporters, believe me ... best God.# Jakartunya ..."
347,gubernur wakil gubernur terbaik jakarta miliki .,0,The Governor of the Best Deputy Governor of Jakarta has.
348,"rt @ triwul82 : jelang tugas , plt gubernur dki akui kinerja ahok https : \/\/t.co\/04ihgi5cwz",0,"RT @ Triwul82: Ahead of the Task, Acting Governor of DKI Admits Ahok Performance HTTPS: \ / \ / t.co \ / 04Higi5CWZ"
349,rt @ wolfcrime : pendukung dibaiat pilih agus-sylvi terima risikonya,0,RT @ Wolfcrime: Supporters in Choose Agus-Sylvi Receive the Risk
350,mutiara mutiara ahok djarot . tuhan pny rencana yg dahsyat utk ber2 utk indonesia . maju .,0,Ahok Djarot pearl pearl.God has a powerful plan to ber2 for Indonesia.proceed .
351,tuhan percayakan ahok gubernur dki jakarta .,0,God trusted the Ahok Governor of DKI Jakarta.
352,i love you ahok.aku berdoa semoga tuhan memberkati . salam 2 jari pa ahok i love you,0,I love you ahok. I pray that God will bless.greetings 2 fingers ahok i love you
353,survei terbaru : anies-sandi melejit tinggalkan ahok-djarot https : \/\/t.co\/2ihhuzpsbf,0,Latest Survey: Anies-Passwords Soar Leave Ahok-Djarot https: \ / \ / t.co \ / 2hhuzpsbf
354,akui ahok tangguh,0,admit Ahok Tangguh
355,mendukung berdoa untukmu ahokdjarot terimakasih,0,support praying for you ahokdjarot thanks
356,badj pelayan rakyat ... berdoa terbaik badja . bangga memiliki .,0,Badj people's servants ... Best Badja pray.Proud to have.
357,mudah2han ahok nomor indonesia,0,It's easy for Ahok Indonesia's number
358,tps paslon pilkada dki dijaga ketat,0,Paslon TPS DKI Election Guarded Tight
359,penduduk jakarta . kagum sosok ahok jarot.allah rencana lain.selamat beliau,0,Jakarta resident.Amazed by the figure of Ahok Jarot.Allah another plan. He welded
360,anies tolong bongkar masjid yg bangun ahok daan mogot,0,Anies please unload the mosque that wakes up ahok daan mogot
361,blm move on mending bsk piknik aja mumpung long weekend hehehe,0,"I haven't moved it, it's just a picnic, it's a long weekend hehehe"
362,semoga meneladani sosok bang yos gubernur jakarta cinta @ persijajkt,0,I hope to emulate the figure of Bang Yos Jakarta Governor Cinta @ Persijajkt
363,"pemimpin yg pemimpin yg mengerti jiwa pemuda , lanjutkan @ aniesbaswedan",0,"Leaders who understand the soul of youth, continue @ aniesbaswedan"
364,mendulungmu jakarta yg maju ekonomi nya prestasi sepakbola nya,0,Support you Jakarta's advanced Jakarta football achievement
365,"negara negara bhineka tunggal ika . ga liat pemimpin agama , ras , budaya",0,"State of Bhineka Tunggal Ika.I don't see the leader of religion, race, culture"
366,@ aniesbaswedan mendulungmu jakarta yg maju ekonomi nya prestasi sepakbola nya,0,@ Anies Baswedan supports you Jakarta who advanced its economy of football achievement
367,gw @ basuki_btp patungnya tanda jasa indo madame tussaud .,0,Gw @ Basuki_btp statue of Indo Madame Tussaud.
368,"doa yg baik2 . tuhan . klo doa jelek jahat , berbalik yg mendoakan loh",0,"Good prayer2.Lord .if the bad prayer is evil, turning to pray"
369,"# badja jakarta butuh , indonesia menunggu pengabdian .",0,"# Badja Jakarta Needs, Indonesia waits for devotion."
370,"artikel mas @ pandji . reklamasi , penggusuran , dp 0 rupiah , oke oce , `` figur pemersatu '' .",0,"article mas @ pandji.reclamation, eviction, dp 0 rupiah, okay oces, `` unifying figure ''."
371,"# besokgueahok terbukti teruji segi kerjanya , ahok dki jakarta # tetapahok",0,"# tomorrow is proven to be tested in terms of work, Ahok DKI Jakarta # tuning"
372,"ga tinggal jakarta sih , tp 1 rumah ngotot banget dukung @ basuki_btp !",0,"Ga lives in Jakarta, but 1 house is very difficult to support @ Basuki_btp!"
373,semangat pilkada ! untukmu pilihanmu untukku pilihanku # tetapahok,0,Pilkada spirit!for you your choice for me my choice # kept
374,"perbedaan vital reklamasi perumahan , gak berkutik .",0,"Vital Difference in housing reclamation, not move."
375,"sabar jgn tergesa2 nagih , beliau dilantik oktober .",0,"Patience at Night, he was appointed October."
376,@ aniesbaswedan knpa ngga mampir . orangtua ngefans bgt,0,@ Aniesbaswedan why don't stop by.Parents ngefans bgt.
377,semoga @ persijajkt maju gubernur era .,0,Hopefully @ Persijajkt forward the governor of the era.
378,masyarakat jakarta jakarta baik.dan hasilnya terbukti,0,the Jakarta Jakarta community is good. And the results are proven
379,masyarakat jakarta salut kepemimpinan ahok .,0,The Jakarta community salutes Ahok's leadership.
380,sayang ahok . berharap ahok presiden jokowi .,0,Dear Ahok.Hope Ahok President Jokowi.
381,milik jakarta ahok milik membangun jakarta,0,belongs to Jakarta Ahok belonging to building Jakarta
382,"ahok , cagub bekasi aja ya ... bekasi dipimpin orang , biar perubahan @ basukibtp",0,"ahok, just bekasi cagub ... bekasi led by people, let it change @ bukunibtp"
383,kekalahan ahok kemunduran peradaban indonesia . selamat radikalisme . akal sehat dinegara .,0,Ahok's defeat of the decline in Indonesian civilization.Congratulations Radicalism.Common sense in the country.
384,"semangat ahok , berjuang sekuat tenaga berusaha terbaik , terima kasih",0,"ahok spirit, fighting as hard as the best, thank you"
385,terima kasih mengabdi dijakarta segudang permintaan warga .,0,"Thank you serving in Jakarta, a myriad of residents' requests."
386,"menyakitkan ya , semoga semangat kedepannya .",0,"It hurts, hopefully the spirit is going forward."
387,menang . menikmati kerja keras menjabat . terima kasih ahok .,0,win .Enjoy the hard work in serving.Thank you Ahok.
388,miris ya ahok ... sukses slalu my idola ahok,0,"sad, ahok ... success always my idol ahok"
389,"gue suka ahok bantuin jokowi ngurusin indonesia cepet maju , jakarta .",0,"I like Ahok helped Jokowi managing Indonesia, fasting, Jakarta."
390,"pngn peluk bilang `` semangat ya , mendoakan yg terbaik ''",0,"pngn hug say `` spirit yes, pray for the best ''"
391,aya warga jakarta tp jakarta ... ..saya bangga jakarta pegang . rapih ... ..,0,Aya residents of Jakarta tp jakarta ...... aya proud Jakarta hold.neat ... ..
392,seyogyanya pilihanku # tetapahok karna pencerahan pd sistem birokrasi .,0,I thought my choice # remained Ahok because of the lighting on the bureaucratic system.
393,ahok gubenur dihatiku ... .,0,Ahok governor in my heart ...
394,lahir jakarta sampe detik gue liat kali & pintu air manggarai bersih sampah ya pas jaman jokowi sampe ahok . # tetapahok,0,"Born Jakarta until a second I saw times & the manggarai water gate clean garbage, right when Jokowi arrived Ahok.# Story"
395,gpp kalah . belom rejekinya ya . pemimpin jujur . berkarya nyata,0,GPP loses.Not yet his fortune.Honest leader.Real work
396,"20 tinggal jakarta , 5 benar-benar perubahan sadar akitbat gubernurnya .",0,"20 live in Jakarta, 5 is truly a conscious change in his governor's accident."
397,cinta ahok . terimakasih ya jasa-jasa kerja 5 .,0,Love Ahok.Thank you for work services 5.
398,semangat ahok ... . terimakasih yg jakarta . sukses ahok .,0,Ahok spirit ...Thank you for Jakarta.Ahok's success.
399,ahok mendukung apapun,0,Ahok supports anything
400,terima kasih kinerja keras ahok team memimpin dki jakarta . semangat . god bless & family .,0,Thank you Hard Performance Ahok Team Leading DKI Jakarta.spirit .God Bless & Family.
401,"ahok sosok banggakan , terimakasih merubah jakarta .",0,"Ahok is proud of, thank you to change Jakarta."
402,"semoga ahok dlm lindungan tuhan , sayang ahok , ahok orang .",0,"Hopefully Ahok in God's protection, love Ahok, Ahok people."
403,terima kasih basuki . sejarah mencatat membawa perubahan warga jakarta,0,Thank you Basuki.history records changing Jakarta residents
404,"lanjutkan perjuangan , orang ditempatkan yg .",0,"Continue the struggle, people are placed."
405,kau terhebat.. karna kau inspirasi pengalaman berharga .,0,You're the greatest ... because you inspire valuable experiences.
406,ahok berkarya . kesempatan 2019,0,Ahok works.2019 chance
407,setuju kalo gubenur kerja bagus kerena kerja basuki keluarga mendukung basuki,0,agree that the governor works well because the work of Basuki family supports Basuki
408,yg terbaik jakarta..terima kasih yg kerjakan semoga allah meridhoi langkah bapak..,0,the best of Jakarta ... thank you who are working on may Allah bless the steps of you ...
409,jabatan yg terpenting orang terhebat jakarta kerja keras ahok..sekali terima kasih ahok,0,the most important position of the greatest people of Jakarta ahok hard work ... thank you ahok
410,ahok ... .walau warga dki ... .saya sedih terpilih lg jd gubenur dki ... ..,0,"Ahok ... Walau, a resident of DKI ... I was sadly elected LG JD Governor of DKI ..."
411,bpk gubernur satunya yg membawa perubahan jakarta ... semangat ...,0,The only BPK Governor who brought Jakarta changes ... Spirit ...
412,"ahok , , mendoakan ahok pagi jam 3 kecewa hasil pilkada",0,"Ahok, praying for ahok morning at 3 disappointed the results of the election"
413,"kalah menang . kekuasaan tangan tuhan , ahok menjual iman ahok jabatan",0,"Lose to win.Power of God's Hand, Ahok Sells Faith Ahok Position"
414,terimakasih ahok djarot kerja tulus kerasnya jakarta..,0,Thank you Ahok Djarot Sincere Work in Jakarta ...
415,media asing menyorot hasil pilkada jakarta,0,Foreign media highlight the results of the Jakarta regional election
416,ahok belajar pilkada dki,0,Ahok Learning DKI Election
417,pelajaran dipetik ahok pilkada dki,0,Lessons are picked by the DKI regional election
418,ahok : lupakan kampanye pilkada,0,Ahok: Forget the Election Campaign
419,presiden percaya pilkada dki hasilkan pemimpin terbaik,0,The President believes the DKI regional election produced the best leader
420,kapolri pastikan pilkada dki berjalan lancar sejuk,0,The Chief of Police confirms that the DKI regional election runs smoothly cool
421,pengamat : pilkada dki panas parpol sulit disiplinkan massa,0,Observer: DKI Pilkada Heat Political Parties Difficult to Mix Mass
422,parpol pendukung ahok-djarot komitmen jaga pilkada damai,0,Supporting Political Parties AHOK-DJAROT Committing Committing Peace Pilkada
423,"amankan pilkada dki , polisi terapkan sistem pengamanan",0,"Secure the DKI regional election, the police apply the security system"
424,instansi keluarkan maklumat larangan mobilisasi massa pilkada dki,0,Institution Remove Information Prohibition of Mobilization Mass Pilkada DKI
425,baju dipakai ahok debat pilkada yg tonton metro tv tv one . barusan cek,0,clothes wear ahok debate election that watch metro tv tv one.Just checked
426,"warga negara , lo wajib mensukseskan pilkada jakarta 2017 . temukan performa berbeda debat pilkada 7",0,"Citizens, Lo must succeed in the Jakarta Election 2017.Different Different Pilkada Debate 7"
427,debat menentukan elektabilitas pilkada dki putaran,0,Debate determines the electability of the DKI regional election round
428,terima kasih ahok jasa2 membangun jakarta,0,Thank you Ahok Jasa2 Building Jakarta
429,salut banget sm ahok.. benar2 berjiwa kesatria.. langsung selamat pasangan anis sandi..,0,really salute sm ahok ... really soulless knight .. directly happy pair anis password ..
430,keluarga hak pilihnya pagi . lupa warga jakarta tps jam 1 siang !,0,Family vote for morning.Forget the residents of Jakarta TPS at 1pm!
431,terima kasih jakarta ... semangat !,0,Thank you Jakarta ... Spirit!
432,", orang jahat jatuh , orang , dibangkitkan !",0,", the bad guys fall, people, are raised!"
433,"dijatuhkan berkali2 , tuhan mengangkat yg",0,"dropped many times, God raised the one"
434,rencana surga indah yangg ahok semangat ya,0,beautiful paradise plan that ahok spirit yes
435,basuki djarot kuat didalam iman pengharapan ...,0,Basuki Djarot is strong in the faith of hope ...
436,jalan terbaik sekedar gubernur wakil gubernur dki..,0,The best road is just the Governor of DKI Deputy Governor ...
437,masyarakat indonesia khusus dki pemimpin hasil kerjanya,0,Indonesian community specialized in the leader of work
438,rakyat indonesia berasal dki mendoakan semoga basuki djarot lelah melayani semangat,0,Indonesian people come from DKI praying that Basuki Djarot is tired of serving enthusiasm
439,"padam kemanusiaan ya , mengenang manis yg perjuangkan",0,"Point Humanity Yes, Sweet Sweet Who Fight"
440,doakan ahok tamengnya kejang2,0,Pray for Ahok the shield of seizure
441,semangat . ahok.. dukung ahok djarot .,0,spirit .Ahok ... Support Ahok Djarot.
442,pemenang debat pilkada dki malam ... ... ira koesno ! ! !,0,The winner of the DKK DKI Pilkada Debate ... ... Ira Koesno!Thank you!Thank you!
443,"selamat pasangan no 3 , anies-sandi pemenang versi quick count ... terima kasih ahok-djarot kerja jakarta ...",0,"Happy Couples No. 3, Anies Winner Quick Count Version ... Thank you ahok-djarot work jakarta ..."
444,semangat ahok warga bandung ahok yg juara ...,0,the spirit of ahok bandung ahok who champion ...
445,"yg , kerja keras , , jujur ahok .",0,"Yang, hard work, honestly Ahok."
446,"maaf ikutan nyoblos , ktp jakarta , skrg tinggal bandung , berdoa",0,"sorry following nyoblos, ktp jakarta, skrg live in Bandung, pray"
447,"semoga ahokdjarot melanjutkan visi misi nya membangun kota jakarta , rapih bersih nyaman",0,"Hopefully Ahokdjarot continue the vision of his mission to build the city of Jakarta, neatly comfortable comfort"
448,nama tuhan jakarta yg,0,the name of God Jakarta
449,semagat anies semoga rahmat tuhan yme,0,spirit of anies hopefully God's grace
450,warga dki hak pilihmu ... .jangan takut smua warga yg hak sehat lahir batin,0,DKI citizens of your voting rights ... they are afraid of all people who are healthy
451,semoga tuhan masyarakat dki jakarta keadilan sesuai pemimpin yg benar2 rakyat amin .,0,May the Lord of DKI Jakarta justice according to the leader who is truly amen.
452,eks pendukung agus-sylvi jakarta timur deklarasikan dukungan ahok-djarot,0,ex supporters of agus-sylvi jakarta timur declare ahok-djarot support
453,"salah jokowi , ahok kafir-kafir ateis . https : \/\/t.co\/v2grcuesti",1,"Wrong Jokowi, Ahok Atheist infidels.Https: \ / \ / t.co \ / v2GrCuesti"
454,@ fahmiabuazzam1 biar aja biar tai nya kena lo ya . loh tuh gak suka sm ahok biar loh sm bpk loh sm loh kena tai nya .,1,"@ fahmiabuazzam1 let it just let it be hit by you.It doesn't like it, I don't like it, I don't work it, it's not hit by the tai."
455,rt @ bungwinar : angin memporakporandakan basis pemenangan si penista agama ... cililitan.\nya alloh ampuni kami\n # jakartabanjir,1,RT @ Bungwinar: The wind devastates the Penista Penista Religion base ... Cililitan. \ Allah forgive us \ n # jakartabanjir
456,"rt @ lupuz0503 : prestasi ahok , \nselain mjadi mafia koruptor n penista agama , bhasil tenggelamkan jkt congoran cebon",1,"RT @ Lupuz0503: Ahok's achievements, \ nSELAIN MJADI Mafia Corruptors N Penista Religion, Braasil Powered JKT Congoran Cebon"
457,ulama kompak nyatakan # harampemimpinkafir pilih ahok = murtad !,1,The Compact Interview says # Harampemimpinkafir Choose Ahok = Murtad!
458,kau pendikan bodoh ... .gk larang bawa agama..biar orang islam yg bayar ahok sadar gk milih ahok gla,1,"You're a stupid buyer ... it's prohibited to bring religion..biar Muslims who pay ahok aware, don't choose Ahok GLA"
459,@ indopoints tanah abang cina udah resah stres gara2 si penista agama pilkada pasar jd sepi . sepi 2 minggu lg ha . ha,1,@ Indopoints Tanah Abang China already restless stress because of the Penista Religion of the JD Pasar Pilkada Leki.Lonely 2 weeks LG Ha.Ha
460,@ investigator_ri yg menentang si cina kafir ahok kriminalisasi polisi dgn smua rekayasa hukum nya,1,@ Investigator_ri who oppose the Chinese infidel Ahok criminalization of the police with all his legal engineering
461,@ yohanestarigan9 ga habis pikir fanboy ahok bego bego ya ga ngerti sejarah . gampang kejebak iklan . maaf ya .,1,"@ Yohanestarigan9 doesn't think of Fanboy Ahok Dego Dukeo, I don't understand history.Easy to get worse ads.I'm sorry ."
462,@ zufrianto3 pilih ahok drpd pilih yg iman tp koruptor dn munafik ! ! bodoh kau,1,@ zufrianto3 Select Ahok Drpd Select the faith but corruptors and hypocrites!Thank you!You stupid
463,ahok si penghina al - qur'an ulama bersikap menjijikkan sok suci https : \/\/t.co\/btkcetnk0g,1,Ahok the Device Al - ulama qur'an be disgusting pretended https: \ / \ / t.co \ / btkcetnk0g
464,"ayo umat islam yg pinter , jgn percaya klo aksi 112 tdk hubungannya dgn pilkada , ahy yg bayar anies yg untung \ud83d\ude01",1,"Come on Muslims who are smart, don't believe if the action 112 doesn't have to do with the elections, ahy who pays anies that is fortunate \ ud83d \01"
465,# debatfinalpilkadajkt mampuuuusssssss mpok silvy ! ! ! !,1,# DebatfinalPilkadajkt capable capuussssss Mpok silvy!Thank you!Thank you!Thank you!
466,hidup china komunis ! https : \/\/t.co\/b1rhevkrxl,1,Life of the Communist China!https: \ / \ / t.co \ / b1rhevkrxl
467,tuh kesalahan jokowi ahok si babi ateis . https : \/\/t.co\/v2grcuesti,1,Jokowi atheist's jokowi mistake.Https: \ / \ / t.co \ / v2GrCuesti
468,kalo ahok menang pilkada bikin video sex bareng anaknya tan. ? https : \/\/t.co\/7msmthwwlk,1,If Ahok won the election to make sex videos with his son Tan.Later?https: \ / \ / t.co \ / 7msmthwwlk
469,keluarga berdomisili jakarta pilih ahok ! ! https : \/\/t.co\/gzkzftpvcw suara ulama bulat ! # harampilihahok # jangangolput,1,Family domiciled Jakarta Choose Ahok!Thank you!Https: \ / \ / t.co \ / gzkzftpvcw round ulama sound!# HarampaLihak # Jangangolput
470,ketutunan cina kota pulau kejakarta coblos ahok ktp aspal kamboja,1,Chinese descendants of the island city to Jakarta COBLOS AHOK KTP asphalt Cambodia
471,rt @ indopoints : china babi ... china maling ... \n # usirchina https : \/\/t.co\/9y4hiwhjp2,1,rt @ indopoints : china babi ... china maling ... \n # usirchina https : \/\/t.co\/9y4hiwhjp2
472,rt @ mosangada72 : memilih agus-sylvi ? ? ? \nanaknya sby keluarga koruptor\n # blusukanahok\n # berjamaahcoblospecinya\u2026,1,RT @ Mosangada72: Choose Agus-Sylvi?Later?Later?\ gone SBY's family of corruptors \ n # blusukanahok \ n # in congregation of it \ u2026
473,tangkap ahok klompok nya yg pemalsuan e ktp karna penghiyanat bangsa negara,1,Arrive the cup of cups of the Junior Embassy e KTP KARNA TECHNICE
474,"tangkap ahok , share setuju ! ! !",1,"Catch Ahok, share agree!Thank you!Thank you!"
475,"sayang bangsa jago merasa-rasa . yg mendukung ahok , yg mendukung mas anies suci",1,"Unfortunately the good nation feels.Supporting Ahok, who supports the holy anies"
476,video ahok menghina agama kristen agama konyol # ahokpecahbelahbangsa,1,Ahok's video insults the silly religion of religion # Ahokpecah
477,"penista agama , jpu ahok pemecah belah bangsa https : \/\/t.co\/6qkifcjqhq",1,"Religious Penista, JPU Ahok Split Breaking Https: \ / \ / t.co \ / 6Qkifcjqhq"
478,mbak sylviana please sehat ? # debatfinalpilkadajkt # perjuanganbelumselesai,1,Ma'am Sylviana please be healthy?# DebatfinalPilkadajkt # struggle
479,nomor 1 sok tau lansung skak wkwkwk # debatfinalpilkadajkt,1,Nomor 1 Sok Tau Lansung Chess Wkwkwk # Debatfinalpilkadai
480,rt @ gemacan70 : ayoo jaga keutuhan nkri ! ! ! tangkap penista agama ! ! ! # stopkriminalisasiulama https : \/\/t.co\/dxidq4zqhv,1,RT @ gemacan70: Come on Keep the integrity of the NKRI!Thank you!Thank you!Catch the religious penist!Thank you!Thank you!# Stopkriminalization of https: \ / \ / t.co \ / dxidq4zqhv
481,"@ lupuz0503 : salah pendukung mafia koruptor penista agama , gerombolan banci titot lakukan bidikan arah",1,"@ Lupuz0503: Salah Mafia Supporters of Religion Penistors, Bancux Titot Hordes Do Shooting Directions"
482,tobat yuk terlambat . biar gerombolan jil aja yg doakan konsisten bela kekafiran hayat https : \/\/t.co\/979uj6itrm,1,repent it late.BIAR JIL Gang Aja War Pray for Consistent Life Division Https: \ / \ / t.co \ / 979uj6itrm
483,"rt @ ustadtengku : ya allah menempuh cara2 curang utk memenangkan si penista agama , engkau kirimkanlah malaikat maut utk menyeles\u2026",1,"RT @ Ustadz Tengku: O Allah Takes Cheating Success to Win the Penista Religion, You Send Angel Death To Detooses \ U2026"
484,; kebanyakan fitnah nih mpok silvy # debatfinalpilkadajkt # gue2,1,Of course.Most slanders are mpok silvy # debatefinalpilkadajkt # gue2
485,"fpi : pendukung ahok kalah , izin allah gusur gubernur koruptor penista agama https : \/\/t.co\/jp7pglrgie",1,"FPI: Ahok supporters lose, the permission of God's Governor of Corruptor Peniston Religion https: \ / \ / t.co \ / jp7pglgrgie"
486,# jakartabanjir pemimpinnya gak akhlak yg ... penista agama . https : \/\/t.co\/pnegdjmpch,1,# Jakartajaan the leader is not moral who ... religious penista.https: \ / \ / t.co \ / pnegdjmpch
487,"rt @ felixsiauw : twit asik lo , tau akun-akun pro-penista agama , akun-akun buzzer kerjanya menghujat : )",1,"RT @ Felixsiauw: Twit Asik Lo, Tau Pro-Penista Accounts Religion, Guaranteed Buzzer Accounts Blasphemy:)"
488,@ divhumashansip : ahoker bela penista agama https : \/\/t.co\/hxuu4rudfx\,1,@ DivhumasterSip: Ahoker Bela Religious PenistS http: \ / \ / t.co \ / hxuu4rudfx \
489,rt @ alwinazar24 : cucunya dajjal hadir,1,RT @ Alwinazar24: Cuccessful Dajjal present
490,"siang malam maki2 ulama , nongkrongi medsos ulama2\nbela penista agama yg sombongnya ampun .",1,"Daytime Maki2 Ulama, hanging out in the Ulama2 \ Medsos defend his proud religious penist."
491,rt @ jhonkosmik : mayoritas etnis china dki ? \nmengapa solid mendukung penista agama islam ? \n\ndendam ? \ntidak nasionalis ?,1,RT @ jhonkosmik: the majority of ethnic Chinese DKI?\ Why is it solid supporting the Islamic religion penista?\ n\ no nationalist?
492,mukanya mpo silvy asem bangett ngakak kena deh abis jahat sih # debatfinalpilkadajkt,1,the face mpo silvy asem bangett it can't get evil anyway # debatefinalpilkadajkt
493,rt @ godinj760478 : @ tempodotco gara2 belain terdakwa penista agama remek . sukurin,1,RT @ godinj760478: @ Tempodotco Gara2 Belain defendant Religion Remek.Sukurin
494,"rt @ chaeruddin_b : sekumpulan teman penista agama\ntdk empati korban banjir , koar2 memuji junjunganya https : \/\/t.co\/xqfktdg74x",1,"RT @ chaeruddin_b: a group of religious penistas \ ntdk empathy for flood victims, koar2 praises the question https: \ / \ / t.co \ / xqfktdg74x"
495,rt @ terorissocmed : penjarakan penista agama ! ! ! @ jokowi turun ! ! ! https : \/\/t.co\/vqh0tnxarz,1,RT @ Tergorissocmed: Religious Penista Religion!Thank you!Thank you!@ Jokowi Down!Thank you!Thank you!https: \ / \ / t.co \ / vqh0tnxarz
496,"si penista agama , jaga mulut aja gabisa jaga jkt ?",1,"the religious penistan, just keep the mouth gabisa guard jkt?"
497,ahok : program paslon no . 1 programnya ngambang | yaiyalah pakkk gak program diaa cma celaan # debatfinalpilkadajkt,1,Ahok: Paslon Program no.1 Program Ngambang |yaiyalah pakkk does not program diaa cma reproach # debatefinalpilkadajkt
498,akui ahok djarot gagal atasi banjir.orang kena banjir sibuk sidang penista agama,1,Admits Ahok Djarot Failed to Overcome Floods. People hit by a busy flood of religious trials
499,rt @ 87_julay : iyaa ... ahog ngak pantes pemimpin.. pantesnya penista agama dipenjarakan ! ! ! https : \/\/t.co\/yhho40qwxs,1,RT @ 87_Julay: yes ... ahog ngak pantes leader .. The pantes of religious penistis is imprisoned!Thank you!Thank you!https: \ / \ / t.co \ / yhho40qwxs
