,text,hs
6390,demo ttg rohingyang diseluruh negara dtuduh mw tumbangkan jkw emg warga rusia kenal jokowi yah,1
6391,"islam nusantara dipromosikan rezim . hindu nusantara , budha nusantara , kristen nusantara ? \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\n\njahat sih , masak agama non islam gak diakuin negeri ! ? \xf0\x9f\x98\x8f\xf0\",0
6392,warga jkt user tdk melantik anies sandi krn sdh mrk terlibat dlm lingkaran saracen . politic_id,1
6393,we belong together feat . 2ne1 's park bom rilis mv 2008 rilis lagu 2006 user # kuisbigbangmtvn '',0
6394,"debat pilkada jateng kompas tv , jumat 20 april 2018 ... . mantabkan hati , pilih calon pemimpin sesuai aspirasi . pilkada jateng , becik tur nyenengke user user",0
6395,"user mas , yg komen dilapakmu bani \xf0\x9f\xa6\x87 '",0
6396,user fadli krena bpk wakil rakyat sebenarx mmberikan contoh . nnti bpak bilangin bpk jokowi makax susah ekonomi,0
6397,"angry birds the movie tayang . , pelengkap si nih .",0
6398,heh ! ga tutup congor lo yg bau ! bacot mulu kerjaan lo ! ',1
6399,"allah swt di-sembah2 muslim berkoar sombong : kuasa , , sakti , dungu & biadab",1
6400,user : '' ) kasian banget asw ',0
6401,wna asing indonesia ... karna nyoblos ... ; china ; # 2019gantipresiden ; # 2019gantipresiden ; # 2019gantipresiden,1
6402,hakim : `` bubarkan kpk ! '',1
6403,metro tv sibuk acara belain jokowi otoriter ... faktanya rakyat yg merasakan.. kebijakan yg main perppu saja..,1
6404,"user user user bkn kisahnya dik.kisahnya , yg quote bkn bnd yg dibincang kn.hentam org agama akk url knp org islam blh percaya nabi langit 7 , percaya binatang buroq , tbela",0
6405,"pembela ngotot . `` rocky gerung gak salah . kitab suci agama yg dibilang fiksi . tersinggung ... '' ; ; `` alquran kitab suci , ? `` ; ; `` kitab suci . membela alquran mati ! `` ; ; `` man",0
6406,"tae , ngechord d blkgnya capo wkk '",0
6407,ccd kalo on 140 karakter . ',0
6408,user kucing i terbuka pintu sikit panjat pagar \xf0\x9f\x99\x84\xf0\x9f\x99\x84 belajar dr monyet ',0
6409,"budaya , etika berpolitik .",0
6410,pagi civa feb ui . mahasiswa/i semester 4-6 feb ui mendaftar mengikuti pelatihan perencanaan karir fakultas ekonomi bisnis universitas indonesia . registrasikan dirimu detail informasinya cdc feb ui . register :,0
6411,"akibat pilek , bindeng.. kuping berasa budek \xf0\x9f\x98\x91 '",0
6412,contoh kelakuan iblis kafir.. ; tersandung berpeci olah muslim pelakunya.. ; kafir kristen.. ; merusak islam..sehingga muncul stigma negatif islam..di bantu media ajar..,1
6413,kpk lemah . mending dpr bubar . url,1
6414,"allah swt dungu & biadab berkaca lukman , kasih makan muhammad , janjikan rampasan , ngaku tuhan",1
6415,jatim anti hoax mendukung pilkada damai,0
6416,user ya kali ? \ndi daerah mna transmigran \ndari p. jawa p. kalimantan selatan bnajarmasin\n '' cerita lulusan `` ponpes '' saking miskin nya ? \nmasuk sekolah negeri ? \noh `` skulah kristen ? \nkt dgn `` 1 bungkus mie goreng ? \npdhal hapa,0
6417,user kartosuwiryo be like : \n\njangan dipimpin presiden tunduk kepentingan asing aseng ! ! # 1955gantipresiden ',1
6418,tugas umat islam indonesia berat ; tegakkan hukum lengserkan jokowi .,1
6419,"alayy lu tong , kampungan . '",1
6420,"jarak user alim ulama . ; kelompok politik berusaha menciptakan kesan citra presiden berjarak dg ulama . ; ; fakta , insya allah , menang melawan fiksi .",0
6421,lupakan user biarkan karam dg kapal munafiknya . bangun jabar dg kapal yg bersih . delete partai pendukung penista agama hati,1
6422,user keparat orang oraang ',1
6423,ayo pancing antek komunis yg nkri dgn menyelenggarakan nonton bareng film penghianatan g 30 s pki,1
6424,user user dikatain monyet ',0
6425,"user prof. katolik indonesia induknya kwi kristen indonesia induknya pgi anggotanya kristen jawa , protestan , hkbp , maranata dll . '",0
6426,"user nanya uwm surabaya lembaga pendidikan katolik cobak kik .. nyenengin tauk , ramah banget .. ntr calon customer yg sungkan \xf0\x9f\x98\x82 '",0
6427,"paul pogba selebrasi gol , terdengar tiruan suara monyet url",0
6428,user semoga dsnajib d lindungi allah dr kejahatan kaum2 kapir dn munafikk yg memusuhinya..amin ya robbie . ',1
6429,user : ' ) u tau duduk bareng keluarganya aja vibe nya holkay bgt najis '',1
6430,"user user nih sompret nikah mulu , bijimana ngerayu nyah yaa ? \xf0\x9f\x98\x85 '",0
6431,rt user pki soeharto menyingkirkan soekarno . ditiru prabowo . krn msh menantu !,1
6432,"user cashier tuh indon hahah mesti gelak , padan lo makan babi brengsek '",1
6433,"user jd tau fiksi berkat penjelasan rocky tp sreg kitab suci fiksi kitab suci al qur'an , jd tau pandangn ulama ttng yg rocky ini.a ? o",0
6434,user user user hadeh sempet2nya tagar ganti kalender tweet-nya iaaf\ndasar onta \xf0\x9f\x98\x82 ',1
6435,ketua dpr : budaya identik pertunjukan seni - medcom id,0
6436,"bpjs mengaku rugi ; pln pertamina , rugi ; negara , rugi . ; ; anehnya presiden ngaku hebat ! ; ; kalah ama tukang pisang omzet triliyunan ! ; ; # dagelan ; ; user user user user user",0
6437,"wakil gubernur dki jakarta user , selasa ( 17/4 ) , menghadiri sosialisasi meluncurkan aplikasi oyes pasar koja , jakarta utara . aplikasi pedagang lingkungan pd pasar jaya mengakses layanan pembelian antaran pr",0
6438,aliran dukungan pasangan tubagus ( tb ) hasanuddin anton charliyan ( hasanah ) pemilihan gubernur ( pilgub ) jawa barat 2018 bertambah pundi-pundi dukungan perolehan suara kali budayawan sunda ; # kitahasanah ; # hasanah,0
6439,user sipit-sipit in aja . biar senang hati dedeq ',0
6440,user najis banget kalo ga niat flash sale gausah barang udah dibayar ilang ! ! ',1
6441,user loh gak biar sarap nya nambah ',0
6442,khofifah menteri berprestasi kabinet kerja presiden jokowi # baguss,0
6443,user bunga bangke ya ? ',0
6444,"hai jasmev , jil , syiah , jongos asing hati-hati ya gerak gerik awasi : ) # kembalikanmediaislam '",0
6445,"\xe2\x9c\x8f peri rumah diperlakukan kasar , mematuhi perintah tuannya . , peri-rumah senang tuannya memanfaatkan celah apapun keuntungan mereka.\n\n '' kejam",0
6446,rt user user pemimpin rakyat yg gak !,1
6447,ahok and bani serbet and wereng coklat memancing umat muslim marah ? # iklanahokjahat . kumpulan orang sinting,1
6448,khofifah beberkan 'nawa bakti satya ' debat malam,0
6449,"rt user yg nebar kebencian ahok mbak , mbak gak tau sih terdakwa loh user",1
6450,negara yg sesak penista pendajal agama tni yg dicela . simpatisannya .,1
6451,semangkin semarak ' ... ; ; # 2019gantipresiden ; # 2019presidenbaru,1
6452,user km korban bom bunuh ',0
6453,rt user : habis ngentot 3some hutan . bareng tentara temen kenalan hehehehehe kali 3some sma tni kekar gini ... \xe2\x80\xa6 ',0
6454,"user adatuh temen sekelas sma , cakep imut , sombong banget , gamau temenan org yg ga cakep ( kyk ) trus suka ngatur2 org aja . jd sekelompok utk mapel kesenian . tugas disuruh ngejahit hiasan yg dibikin sen",0
6455,user user user user pepaya makan buaya ',0
6456,"user user minyak merek kalajengking , racun kalajengking , dungu dipelihara '",1
6457,user endingnya pln dijual asing ',0
6458,pilkada seharusna dampak positif masyarakat ; ; # indonesia ; # pilkadaseharusnyamemberikandampakpositif ; # virakan ; # viral,0
6459,"# donordarah 08/07/2018 08.00 wib-selesai gereja katolik keluarga kudus banteng , jl . kaliurang km . 7,5 banteng , ngaglik , sleman . # uddpmikotayk '",0
6460,user apasih picek nih yg blg lucu ',1
6461,user haha akun pler . culun berlindung dibalik akun fans club . \xf0\x9f\x98\x9d ',1
6462,", negara blusukan sumut - warta ekonomi",0
6463,user user user user kampungan adrian nptl ',1
6464,user user lu yg modar ',1
6465,"bisu , terpaku dalam\nlembaran mimpi\naku tersentak denting\nwaktu memanggilku\naku terbangun , gelisah , hatiku\nresah '",0
6466,wes ngalahi nggo tank jebule fighter assasin edan rak waras \xf0\x9f\x98\xaa ',0
6467,de user elegan klo sampean undang penulis istana ngundang busar buser kae..suwon,1
6468,"user ohh brarti lu kemaren lupa sarapan , mangkanya sarap \xf0\x9f\x98\x82 '",0
6469,"ya allah , ampunilah ksalahan , kebodohan & amp ; keterlaluanku dlm sgla urusan & amp ; ampuni sgla dosa yg engkau lbh mngetahui drpd ( hr muslim )",0
6470,"sdh muak , emang dah enak 2019jokowiend hbs dah kriminalisasi thd umat islam .",1
6471,user aldo tai anjing ',1
6472,julukin anies-sandi gub - wagub saracen ? url,1
6473,situ antek komunis ? ~ url,1
6474,"`` ntt maju , mari perkataan ekonomi perempuan pemuda desa . '' - emi nomleni || calon wakil gubernur ntt 2018-2023. ; ; # marhaen # marianusemi # ntt2marianusemi # msemiforntt # salam2jari # pdiperjuangan",0
6475,"user user share..sekolah anakku sekolah katholik yg ngajar suster , teman sekelasnya yg muslim , kristen , budha , hindu , konghu chu..selama adem ayem '",0
6476,user jualan mulu ... aseng..pki ... ummat ... palestina\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80 ',0
6477,otomatis memilih wakil gubernur ... gubernurnya memilih wakilnya ... # baguss # khofifahemiljatimsatu,0
6478,heechul orang terpukul hangeng memutuskan kontraknya sm ent . cina . ',0
6479,ucril halang2 i pembubaran hti ! lengserkan jokowi user user user user user,1
6480,user sm ngidupin group membernya wamil . member asing . jd bs promo . ',0
6481,jatim anti hoax . pilkada damai ; . ; . ; deklarasi anti hoax warga kebraon,0
6482,user korupsi era reformasi yg ya antek antek orba juga.. ',0
6483,"user kristen . seandainya ahok masuk islam , setuju . identitas ktp administrasi tertulis agama islam , terserah deh hati/batin isinya yg . ahok agama islam , beliau masuk pol",0
6484,lihat user penumpangnya dipenuhi tka cina yg tdk bhs indonesia ingris cc user url,1
6485,user user user user user bubarkan dpr ?,1
6486,"kali nolak , buka2 lemari nyari benang rajut.\nsetelah ngerajut henti sampe sekarang.\nentah udah tas , pouch , clutch , taplak . temen2 guru & amp ; murid2 ikutan diajarin . '",0
6487,user user kayak eek era mas jokow\xf0\x9f\x98\xa1 ',1
6488,user user bubarkan kpk ... gunanya kpk dipakai alat politik pemerintah,1
6489,user kalo cebong sih senang2 aja omongan yg ga berbobot kayaa gini ',1
6490,rt user user user hahaha tereak2 cina lu gak ngaca ye junjungan lu keturunan etnis ape ?,1
6491,"user user . kroasia negara katolik , kristen orthodox serbia . slovenia protestan & amp ; bosnia islam ... yugoslavia potensial pecah '",0
6492,"user , nggak takut kena eek burung tuh ? '",0
6493,user bahasa indon but sialan lu bajingan url,1
6494,"user ndek sorbejeh cak , macete edan edanan . persebaya karo arema dino minggu . timnas koyoke lak ngijolno tiket yo isih h- '",0
6495,adil.. ; prabowo capres ku ; jokowi presiden ku ; prof . user wapres ku ; ; hmmmmm ... .,0
6496,eropa slavia brothers\nortodox power\nmelayu malay brothers\nislam power\neropa : fundamentalis kristen ortodoks garis keras\nmelayu : fundamentalis islam garis keras ',0
6497,"user om , denger , \nkalo ga salah nikah ya , wn asing \nkl mia audina jd wn belanda , kl ga salah '",0
6498,keparat anjing loe teroris . ',1
6499,user giladong cimohay wkwkwk najis juga// ',0
6500,user user user user user ni kunyuk knp ributin kawinan anak jokowi yg udah brp y.l\nmake mah ',1
6501,"user nambahin : asing , aseng , antek pki , yahudi , kapitalis ngerangkap komunis '",0
6502,url & lt ; -download # bokep video mahasiswi pecah perawan dosen gila # ngentot ',0
6503,user : takut america yahudi ',0
6504,"brengsek , adala bentuk pengecualian yg tertindih , slmt mu yg sempro ~ semoga kaos boneknya bermanfaat \xe2\x98\xba '",0
6505,user bloon wartawan yg wawancarain ... . ya ga setuju laaah ... \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84 ',1
6506,# matanajwadebatjakarta anies sadis . topengmu terbuka lebar malam . biar warga dki yg menilai ... yg pengecut,1
6507,user user user user yg antek asing sebenranya ? ? ? respect kinerja presiden jokowi beserta jajarannya ... lanjutkan jokowi ! ! ! anjing menggonggong kafilah ... ',0
6508,keren ... ... umat budha usir indonesia ?,1
6509,"beauty is in the eye of the beholder . standar kecantikan internesyenel cacat , buatku lesung pipi menambah nikmat . ugh . '",0
6510,"user hrs cebong kalutnya , kalo deket ... . '",0
6511,dinda pertanyaannya ? kalo sosial mah gua bloon ',0
6512,2 yg diwariskan anak cucu : ilmu pengetahuan & kelestarian alam . belajar cintai alam,0
6513,"tomohon pusat pembelajaran agama kristen katolik . khusus berdoa meditasi bukit kasih , suci indah tenang . # tomohoninternationalflowerfestival\n\nyn '",0
6514,user hadeh hadeh gembel dilarang masuk ',0
6515,"& lt ; kepalanya pening , istilah psikologi membuatnya membuka mesin pencarian mengerti arti dibalik kata-kata /baginya/ asing . \n\nsatu membuatnya senang tugas",0
6516,user lho ? klo kristen nyimpen mp3nya hp ',0
6517,user user lidah buaya . ',0
6518,tolak hoax sukseskan pilkada damai kota kediri :,0
6519,"beda tingkat intelektualitasnya , bertemu orang . ; # 2019gantipresiden",1
6520,persebaran ekonomi kemakmuran jamin diterapkan adil merata ; ; madura dijadikan pusat ekonomi syariah jawa timur . ; ; kabeh sedulur kabeh makmur ; ; # gusipulmbakputi # kabehsedulurkabehmakmur # jatimsedulur # satriamadu,0
6521,curi sampin lelaki sekolah agama ni,0
6522,"kasiter beserta muspida tinjau sasaran fisik tmmd ke-102 kodim 1709/yawa\n\nsasaran tmmd pembangunan 14 unit rumah tipe 56 , pembuatan 2 unit paud . kamp cina tua dibangun 13 unit rmh , kampung ketuapi 1 unit rmh , kampung serui laut pasir puti",0
6523,"user kristen nusantara , gerejanya gkj ( gereja kristen jawa ) '",0
6524,user akun sisa checkout minggu udah habis . anjir gimana belanja nih ? ',0
6525,user goblok nih alumni 212 ... sampah ',1
6526,", ronaldo pardede , siswa smp katolik santo petrus kelas 1a , 2b , 3c , 1984-1987 . '",0
6527,user ngambang kaya tai jir ',0
6528,memek udah basah nih mas \xf0\x9f\x98\x89 ',0
6529,budha membunuhi islam myanmar,1
6530,700 rumah & amp ; masjid rohingya dibakar teroris budha baggona ( 14/9 ) .,1
6531,imejin gue sm jebi udh modar ketabrak meteor ',0
6532,aktivis pencegahan hiv/aids menduga psk elmo pindah jayawijaya url,0
6533,rt user : bodo sial anakk anjinggg maju lu syaitonn sweater mansoura ',1
6534,"user user user user user user user user user user user duuhhh.. istilah pepatah tiada kenal mk tiada syang , pucuk dicinta ulam , jk brjodoh . sbgm",0
6535,user juragan silit user ',0
6536,bhabinkamtibmas polsek campaka sambang warga sosialisasi anti hoax menjelang pilkada,0
6537,"su pin siswi sd katolik karya yosef kelas 6b , 1983 , istrinya ronaldo pardede sah . '",0
6538,"user alumni gak demo tuh , bawang aseng import , wkwkwkwk '",0
6539,"nanya mimin user . bahas ekonomi , hutang negara , defisit bocor , dll dsb , pas pelajaran ekonomi , udah belajar bedanya uang kertas , uang koin , uang kartal , uang giral , ? udah , ?",0
6540,gus ipul-mbak puti berkomitmen meningkatkan perhatian kaum anak . ; ; user user user user # gusipulputi2 ;,0
6541,"user user user user berhasil menyodorkan prestasi tokohnya , tdk prestasi partainya , yg muncul aksi menjelek-jelekkan lawan . ksihan si manis tp bego user diperalat syahwat kekuasaan ! ! '",1
6542,user user user user hijrahlah sblm terlambat.\nsaya cebong . ',1
6543,rt user : kaku berlagak\nmasih gilakan corak\nmasih cuba mengorak\nmasih bergerak\nmasih ramai yang\xe2\x80\xa6 ',0
6544,user user yawdah gih kekebun binatang kekandang buaya : ( ',0
6545,"user aneh rezim , rakyat udah pintar mas broo , terimakasih sosmed\xf0\x9f\x98\x80 '",0
6546,user berniaga katering makanan . dpt tempahan utk kursus2 hadir yg beragama hindu vegeterian . mmg bbrp kali & amp ; sediakan menu utk 2-3 org . jangnlan tunggu org hormat .,0
6547,rt user dpr bubarkan saja..g fungsinya..menghabiskan aggaran saja..ladang korupsi.uang mahar lah..,1
6548,rt user user mundur maulah dipecat menguntungkan gatot . gak lus ?,1
6549,"teduhkan tensi pilkada , ulama dukung jokowi mencalonkan presiden . # rakyatmaujokowi2019",0
6550,"user user lha pakai syariat islam , bergantung kpd manusia pelakunya . negara2 ateis knapa korupsi minim plus hidup damai sejahtera ? '",0
6551,user iyah ngewe ajh yuuk ',0
6552,"user user user user user user loe bong ga denger jeritan petani ? ? ga denger jeritan petani garam ? ? jgn loe bolot akut ? ? ... pemerataan yg loe maksud bong ? ? gw mohon dgn , ,segeralah bersihin kerak otak lumpur loe yg sdh mengera",1
6553,"rt user : artis pilkada jatim  ? ? ?  ? ? ?  ? ? ? ; ; artis2 kota jawatimur kumpul ; ; musim pilkada siap2 artis dangdut ; ; mendulang suara ; ; siap2 aja ya f , off airmu ; ; # fildan",0
6554,"user user user user kitab hina , laporkan polisi , munafik hubungannya . waspadai cebong kafir yg ngaku-ngaku islam .",1
6555,"# bertuhandijalanan , buku sulung pengembara tegar ; # khairuljamain . pengembaraan . aktivis . falsafah . alam . politik . ekonomi . budaya . cinta . ; ; # bertuhandijalanan menemui : ; booth 4003-4004 | dewan tun razak 4 ; # pbakl2018 ; 27 apr - 6 mei 20",0
6556,"user user terbantahkan , yg goblog '",1
6557,"jk negeri selamat , cm 1 syarat.. lengserkan jokowi ! ! ! jaga nkri selamatkan negeri ! ! ! .user user",1
6558,"user mentang2 berkuasa diambil , kewenangan judisial , \nsarap ... '",1
6559,lesbi celaka ... ... .. url,0
6560,"user lo kalo jablay pro , belajar nop . langsung pap tete pap tete '",1
6561,"user user user yg lakukan ahok , sukamwati , joshua , ge pamungkas yg ramai mengandun unsur penistaan agama . user user penistaan agama ? ? ?",1
6562,"kasihan warga dki php , dilantik anies batalkan janji kampanyenya ... ... url",1
6563,usir budha indonesia diam pembantaian . url,1
6564,keluarga presiden indonesia ? ; ; : keluarganya prioritas kisahnya .  ? ? ?,0
6565,"user user user user user user 3 kali nyapres , 3 kali gagal ... ga tolol tuh namanya ? '",1
6566,sebutan kampret kejam . arti simbolisnya . benderang tidur siang kepala terbalik . melek cari mangsa gelap malam . ',0
6567,"user user ya mbak mbak mas mas kebelakang , mengulas sejarah pancasila\ndan negara terbentuk pancasila , pki . pki berketuhanan ? '",0
6568,"user mari tonton , pkb ( partai kebelet banget ) lawan ppp ( partai pepet presiden ) , nyang pemenangnya ? .",1
6569,mashaallah.. indahnya tokoh . ; ; allahu akbar,0
6570,"situs sangiran , jawa ( luas 48km persegi ) , ditetapkan unesco daftar warisan budaya dunia , 1996 .",0
6571,user kabur ? pemain lu aja dongo ... . tribun kosong dipanjat ... . hahahaha \n ... ah payah dah.. kontol2an.. haha ',1
6572,"user ayah oku , tangan kiri cacat . alhamdulilah kerja handle . bersyukur ayah yg istimewa . '",0
6573,"... tergolong asing baginya.\n\nuntung , tolong sesepuh pasar menggambarkan peta sederhana panduan baginya menelusuri lingkungan takut tersesat.\n\nnamun ,",0
6574,"user user kang aher berhasil kps dg bijb untk meningkatkan ekonomi rakyat jabar untk pembangunan generasi milenia nya , yg nyata",0
6575,rt user : abg generasi micin udah hapal kalo gesekan kontol dimeki nikmat . url,0
6576,user sitip nih sitip ',0
6577,"knp gak lengserkan jokowi , biar gobloknya ! ! !",1
6578,user mahasiswa koplak ... modus.. ! ! ! rakyat indonesia 250 juta ... 25 orang ... sontoloyo ! ! ! ',1
6579,user ( ( ( titit titit berhamburan ) ) ) ',0
6580,"user hyunjin kejar2an kayak film holiwud , lempar bom . '",0
6581,"user kalo lesbi nganggep salah ? apasalahnya cinta ? \nmaap nih , normal , gapernah nanggep lesbi/gay/bisex sbg `` kesalahan '' \xf0\x9f\x98\xad\xf0\x9f\x98\xad\naku pgn hidup berdampingan sm org2 `` dipandang sebelah m",0
6582,rt user : user user user gimana junjungan lu .. jam 1 bilang gebuk .. jam 1.15 sweping pki ...,1
6583,"user user muslim , sbgai menagama , wajib jujur , isi alquran yg",0
6584,kang sudrajat syaikhu didukung ulama jawa barat ... insyaallah gubernur jabar 2019-2024.. ; # sudrajatsyaikhu ; # no3jabarasyik ; # pilihanprabowountukjabar,0
6585,user eh kau pki miband ? ? hahahahaha dah tinggl dah zaman jam besi mira ',0
6586,user edan jauh2 pbg pwt ngeles : ' '' '',0
6587,ya kasian ni cewe2 yg ga nonton bokep jd ngeliat atlit buka baju aja langsung sange ',0
6588,user user ngentot enaknya crot ',0
6589,user anggota dpr nya aja yg dipotong ... ',0
6590,yup ... negara dipimpin yg faham mengelola negara dgn lengserkan jokowi,1
6591,chadli cacat mala dembele yg diganti tp sama2 cacat sih \xf0\x9f\x98\x82 ',1
6592,kpk periksa gubernur cawagub sumut ijeck shah,0
6593,rt user : ruhut : jangan2 prabowo stroke\nfadhli zon : jangan2 ruhut gila ... .. : ) # ilcprabowomenyerang ',0
6594,wooyyy njing ! ! ibumu pelacur ya pantesan kelakuan lu bejad ! dasar anak haram ! ! user ckakakakak : d ',1
6595,bahan dibahas 5 kedepan ... showtime doang acara yg 3 makhluk kampret yg dihebohin fans duabelas sinting ... ',1
6596,buku lawas & gt ; peranan agama moral pembangunan masjarakat ekonomi indonesia . ; sjafruddin prawinegara . ; th 1966 ; 32 hal.hrg 150.000 . minat ?,0
6597,njinggg ! ! bencong gayya ... pke block2 wa . ',1
6598,"user user user ceramah kalangan internal sy pemuka agama mengkhutbahkan yg , kyk istilah kafir non muslim dlm agama islam domba tersesat dlm agama kristen , klo dogma agama bs",0
6599,"cewek `` lelaki brengsek '' guys kalo lo brengsek berbanggalah , brarti lo laki '",0
6600,"provinsi gorontalo visi misi gubernur menjadikan sektor perikanan kelautan salah program prioritas peningkatan ekonomi kerakyatan , dimana pembangunan sektor perikanan kelautan diharapkan",0
6601,"rt user : pulang mama nanya `` pacarnya , suruh main kesini '' \nyaelah ma , anakmu tergila-gila ama orang kuriahh\xe2\x80\xa6 '",0
6602,user adain nyanyi district9 jablay ',0
6603,ya ampun adem banget nih ukhti fungsionaris user  ? ?  ? ?  ? ?  .,0
6604,"headline : transaksi tunai dibatasi maksimal rp 100 juta , ekonomi terganggu ? -",0
6605,"user user freeport tdk diganggu gugat , rezim orba ... yng bikin perjanjian abadi . '",0
6606,"x : yg rg al quran ; y : ? emang al quran kitab suci ? ; x : yakinlah , ga maksud gitu ; y : ahok ga menista agama lho ; x : woy ga , bohong , dasar kapir ...",1
6607,gubernur indonesia .,0
6608,rt user : besok prabowo nyapres teriak-teriak nkri harga mati dipercaya ya,1
6609,"user user ogah presuden kacung ... orgnya , yg jg presiden kacung '",1
6610,rakyat gak curiga rezim anti-islam ... url,1
6611,user user user user user user user user user user user user user rakyat hidup susah rezim jokowi.. russia ? ' '',0
6612,berak lu ',1
6613,"lihat setan takut , tau setan mencari sodaranya , \xcb\x98 \xe3\x83\xae\xcb\x98 ) / *koplok* # ketik2 '",0
6614,user user sih uda memakai rohingya serang user,1
6615,"user iya emg kaya gitu sih.kadang umur segitu udah ngerokok orang tuanya b aja . ya , ngomong kaya gitu kaya ngomong aja . gua ngomong 'anjing , kntl ' gitu tp lg marah gitu : ( ``",0
6616,user hahahaha mampus\n\nselamat bergalau ria ',1
6617,rt user : user berani bilang isu saracen digoreng tuk serang lawan-lawan jokowi ? ?,1
6618,kampungan ya pendukung ahy https : \/\/t.co\/gmezpoylsy,1
6619,`` user : warga semarang prihatin kontroversi puisi gus mus,0
6620,model seksi ngentot dm gua pref detail fr : bule ',0
6621,"persetan bocah kntl yg so kerad kecewa sekolah ganti nama \xf0\x9f\x98\x92\xf0\x9f\x98\x92 so pemes lu tong , biar coba.\n\nsekola lu kerjaannya pacaran , tidur jajan aja so so an bilang harga \xf0\x9f\x98\x92 '",1
6622,user layak bubarkan mari referendum rakyat utk bubarkan dpr .,1
6623,user setan ... . perusak diet ',0
6624,user user kalo user gak laporin user brarti fix klo gerbong ...  ? ? ?  ? ? ?,0
6625,user gausa diingetin kampret luh : ( ( ( ',0
6626,terima keputusan presiden pki muncul gebuk ! ! !,1
6627,"minggu digitasi\nminggu rektifikasi , updating pbb , layouting pbb\nmenyenangkan kp disini\nbisa belajar mapinfo , globalmapper , arcgis autocad dimana cacat apps '",0
6628,user haduh gimana mata gue sipit banget im not a chinese myself : ( ( haduh sabar ya adekku ',0
6629,terima kasih gubernur pujiannya,0
6630,"user islam pake huruf gede . wow.\ntenang buta mata , buta hati hilang nurani.\nkau memilih semaumu.\njadi memilih semauku.\nadilkan ? kecuali kau mengerti makna keadilan . '",0
6631,indonesia palsu = tanah pelacuran,1
6632,user user emang team 1 gak pake usaha ? produce orang 0 sampe titik tertinggi disana . team 2 emang perform lancar cacat tp diliat darimanapun team 1 bagus pantes men,0
6633,presiden jongos..slalu nunggu aba '' tuan cina nya..apalagi yg dibantai muslim cina kafir . !,1
6634,"user bani kampretzz otak micin byk om bud.. knapa pemerintah mesti duit freeport , dah habis kontrak-nya.. ? om bud membantu.. ? '",1
6635,nih gw lengkapin videonya.. ! ! ! ; ; `` kitab suci fiksi '' user ; ; penista agama bernama user,1
6636,gus dur bersikap pemimpin muslim ramah idealis mencintai perbedaan pluralisme keren,0
6637,mantap  ? ? ?  ? ? ?  ? ? ?,0
6638,salah jokowi . rezim jahat diktator otoriter komunis kafir zalim opm ... url,1
6639,# name ?,1
6640,komunis keren ! ',0
6641,user user untung presidennya jokowi ! ! ; beliau nih bandara mangkrak jalan . ; terimakasih presiden  ? ? ?  ? ? ? ; salam 2 priode,0
6642,kanit binmas ipda mt . hutasoit melaks sambang pesan2 kamtibmas ttg pilgub pilkada 2018 kpd karyawan bri ranting muara damenra sihite dkk desa hutanagodang kec . muara kab . tap . utara .,0
6643,"isu yg menerpa feminisme , rasialisme , lgbt kaya ' film mulan , frozen remake live action beauty and the beast , tetep salah kekuatan film animasi disney pd lagu2nya yg bikin penonton sing along . menyenan",0
6644,user syarwan hamid marah ! ! ; ; `` sy menilai presiden & amp ; jajarannya berpotensi jd pengkhianat bangsa ! ; terkutuklah jk kelak trjd petaka pd negri ! `` ; ; user ; user ; user ; user ; user ; user ; ;,1
6645,"user user rezim plonga plongo kacung china , uda plonga plongo dungu lgi hahahah '",1
6646,bom diiah\xe2\x9d\xa4 ',0
6647,"user user yaudah jalan berdua , sipit tinggalin aja '",0
6648,gubernur bangga bangsa indonesia,0
6649,i added a video to a user playlist,0
6650,bangkai wkwks tuh kayak abis putus trs terngiang2 tuh yg mandiin kucing dia.. eeeeeee bae2 ',0
6651,"user hahaha ... . bikin yg nonton ikutan sarap , kyak dadan klo udah main2 gitar ... '",0
6652,jokowi anti islam akn diusung lawan-lawan politik ... buzzer rezim,1
6653,user barometernya terang pilkada dki '' petahana -+60 % n tumbang kotak pemilih '' hasilnya gubernur membawa rahmat semua. ? ? ?,0
6654,terdedah \xe2\x80\x9cluka\xe2\x80\x9d \xe2\x80\x9ccacat\xe2\x80\x9d ',0
6655,rt user user user ngeles om anies sandi,1
6656,"allah swt paham toleransi hrs dibuang user belajar toleransi & keindonesiaan , gabung sabangmerauke 2016",1
6657,"sedih kalo pas makan siang liat `` sendok aja pasangannya , garpu '' . taplak gak pasangannya , aja . '",0
6658,rt user : user banget . rezim anti-islam anti-ulama . buktinya . url,1
6659,user user user cupu loe bawa2 squad ',1
6660,"setuju ... usir aja keturunan arab , india , cina ente zul . url",1
6661,dokumen hasil tpf munir hilang . yg hilang nyali politik jokowi . ? krn tjd era mega ?,1
6662,user ayas kunyuk . ',0
6663,bawaslu pkpi lolos memenuhi syarat mengikuti pilkada 2019 . # liputan6sctv,0
6664,"2 . presiden user , indonesia negara , kokoh , kuat , ulama umara-nya beriringan menjaga tali silaturahmi # jokowiajakulamasejukkanpilkada",0
6665,user nggak dicepetin lho jijik . woi iyaa ikutan tahan napas pas kejar kejaran ',0
