,text,hs
4784,wohle deutschen volkes,0
4785,"( video , 3 min ) volkerwanderung deutschland http : //www.politikversagen.net/voelkerwanderung-nach-deutschland",0
4786,finden rischtig wash di machn woln dan is sichere ruber komen !,0
4787,traue 12.00 uhr mittag !,0
4788,moglich person ! alten gar bewusst land anrichtet .,0
4789,"guardian brachte ja damals ersten snowden-enthullungen ... ... mal sehen , folgt ... . ? ? ?",0
4790,tut wandere,0
4791,"flugzeuge angeblich asylanten ausfliegen sollen , neue holen",0
4792,"warum fliegt dahin , bleibt gleich ! ? ! ! ! !",0
4793,dame traue mittlerweile ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0
4794,"stimmt , mu , frau fuhrt deutschland ruin jubeln , schickt denen holen , nehmt vorher pass mehr einreisen lassen .",0
4795,ja ne klar,0
4796,alsob offiziell zugeben wurde tun wurde .,0
4797,"schafft regulare asylbewerber , ersten fu sichere germoney gesetzt !",0
4798,nimt bestimmt na che hause i ns parlament,0
4799,wacht endlich ! ! ! https : //video-ams2-1.xx.fbcdn.net/hvideo-xfl1/v/t42.1790-2/11971039_1677171425880845_666876865_n.mp4 ? efg=eyjybhiioju0oswicmxhijo0mdk2lcj2zw5jb2rlx3rhzyi6innkin0 % 3d & oh=fb1b97854bd6d090906c471f3324cacb & oe=562a823a,0
4800,"denke ware anfang besser : wahren fluchtlinge lagern rund syrien , richtig kriegsfluchtlinge aussuchen konnen gegenzug glucksritter einfallen lassen durfen . besser ware unterstutzung richtigen kriegsfluchtlinge ort , wahrscheinlich sogar preiswerter durchzubringen . allerbesten ware allerdings jahren inneren angelegenheiten eingemischt .",0
4801,"komisch , standig `` lugenpresse '' rede ? scheint wohl eher abhangig inhalt .",0
4802,`` maut geben ! '',0
4803,na klar . shuttlebus urlaub lunchpaketen frisch geschechteten boffchen,0
4804,diee wohl privatjet eingeflogen .,0
4805,"na mal sehen traue mittlerweile wurde mutter straenstrich schicken , helfen wurde . baaaah",0
4806,"volk baumt bereits . sollten paar vernunftigen politiker tun koalition austreten , neuwahlen erfolgen mussen . , sterben deutsche verbrecherische regierung geschafft , deutsche volk abzuschaffen , .",1
4807,"volk baumt bereits . sollten paar vernunftigen politiker tun koalition austreten , neuwahlen erfolgen mussen . , sterben deutsche verbrecherische regierung geschafft , deutsche volk abzuschaffen , .",1
4808,irrenanstalt schlimmsten fallen regierung ? wurden ideen abholen ! weier jacke langen armeln .,0
4809,"hallo , bitte , video anzusehen . video wurde heute aufgenommen hannover . wurde diejenigen denken , weitergehen land bitten , endlich aufzustehen aktuelle politik anzugehen . geht demos , schreibt kommunalpolitiker , werdet einfach aktiv helft land retten . https : //www.facebook.com/westendorf.katrin/videos/1065695536795100/ ? hc_location=ufi",0
4810,schon gemacht- link https : //www.facebook.com/mike.schween/posts/10203904004320841,0
4811,verkaufen `` rucktransport abgeschobenen transall-maschinen '' ... dabei fliegen wahrscheinlich leer kommen voll zuruck .,0
4812,gerade dwn gelesen http : //deutsche-wirtschafts-nachrichten.de/2015/10/23/merkel-will-fluechtlinge-direkt-nach-deutschland-holen/comment-page-2/ ? comments=1 # comments,0
4813,"geistigen umnachtung deutschen bundeskanzlerin , ware variante zuzutrauen .",1
4814,hoffentlich bleibt .,0
4815,guckt geht ...,0
4816,"denke , einfache losung fur problem muslimischen fluchtlingen europaische lander verteilt islamischen reichen arabischen landern saudi-arabien , katar , kuwait einsatz",0
4817,ne dress,0
4818,"ja neues mehr , deutsche gutmenschtrottel ja asylforderer schon direkt ungarn privatautos abgehohlt , absolut irre",1
4819,"ja neues mehr , deutsche gutmenschtrottel ja asylforderer schon direkt ungarn privatautos abgehohlt , absolut irre",1
4820,"selber mitwandern , bunte-wehr verla .",0
4821,"gerucht funken wahrheit . wurde bedeuten , art . 16a abs . 2gg umgehen . wurde zugeben , deutschland befindlichen asylanten , tatsachlich recht asyl ...",0
4822,"hoffentlich bekannt schlechten bw flugzeugen.. wohl maschinen testen.herr staatsanwalt , satire !",0
4823,"ja weihnachten zugeht : `` fluchtlinge kommet , o kommet all , deutschland her kommet asyl fur all . seht unseligen zeit merkel deutschland fur halt bereit ... ..",0
4824,fordern misstrauensvotum herr sigmar gabriel - bitte facebook twitter teilen : https : //www.change.org/p/sofortige-amtsenthebung-herr-gabriel-herr-gabriel-handelt-unverantwortlich-und-wir-fordern-das-misstrauensvotum-gegen-herr-gabriel,0
4825,bild meinung : p,0
4826,"ahnliches wurde medien berichtet.als unterhandlungen turkei ging.da wurde davon gesprochen , entsprechend quoten leute dortigen fluchtlingslagern abzuholen entsprechend integrieren .",0
4827,immer frechheit ! : /,0
4828,dank internet konnen selber sehen wieviel leute uberall . belugt schlimmer 1989 . zeit andert .,0
4829,"leuten diskutieren meinung , eigene boot holen , lohnt . gibt menschen sehen welt multi-kulti-augen , denen wirtschaftliche last , integrierbarkeit immigranten , folgen uberfremdung etc . vollig egal . gibt menschen , heutigen probleme auswirkungen uberfremdung spurbar wahrnehmen , zukunft kinder deutschlands sorgen , sozialen wirtschaftlichen probleme ratlosigkeit politiker europaischer lander uber zustande ghettos europaischen grostadte offenen augen sehen . probleme bestimmten einwanderungsgruppen europaweit identisch : hohe arbeitslosigeit , kriminalitat , geringe bildung etc . kurzum , wer integrieren , integriert nie . gesetze konnen menschen integration zwingen , innere bereitschaft fehlt . holland , neunziger jahre einwanderungsfreundlichste land europas , versucht menschen integrieren dennoch kapitulieren endgultige losung einwanderungsgesetze verscharfen . immigranten eben maschinen , aufspielen integrationssoftware neu programmieren . jahre 1970 gab deutschland 3 moscheen , heute 3000. solange wasserhahn fur immigranten muslimischen landern offen steht , islamisierung frage zeit . multi kulti funktioniert einwanderungsland usa , erkennen vertraumte multi kulti augen . wer heute vorhandenen wohlstandskokon zuruckzieht , handelt verantwortlos gegenuber kindern nachfolgenden generationen .",0
4830,"gerade 1.000 invasoren osterreichische grenze durchbrochen , germoney zwangsbeglucken . zuruckhaltenden art `` neuburger '' spa bekommen . http : //www.focus.de/politik/ausland/wollen-nach-deutschland-1000-fluechtlinge-durchbrechen-absperrung-an-oesterreichischem-grenzuebergang_id_5036096.html",0
4831,"zahlen konnen , `` aufwandsentschadigungen '' angekarrten klatschpappen geht ... : )",0
4832,"problem welt aufnahme millionen menschen gelost , gegenteil , schaffen neue berauben landern jungen menschen potentials . deutschland ende jahres inklusive 2014 fast 2 millionen menschen aufnehmen . nachzug zahl vervielfachen . krisen welt weniger . arabische welt seit jahrhunderten chaos , streit , krieg islamismus gepragt . deutschland willkommenskultur nachsten jahre beibehalten , ausrechnen , schnell minderheit lande . uberfremdung schnell gehen , jahr demograf heutigen verhaltnisse bestritten . asyl ja , temporar anzahl begrenzt .",0
4833,ja schon .. grenze dicht > : ( .. lediglich 14.000 asylforderer kommen taglich > : ( http : //www.focus.de/politik/ausland/wollen-nach-deutschland-1000-fluechtlinge-durchbrechen-absperrung-an-oesterreichischem-grenzuebergang_id_5036096.html,0
4834,ja mathematik ganz deren ding ? ?,0
4835,"wenns soooo traurig emporend ware , konnte daruber schon kaputt lachen ... ..",0
4836,genau wurde vergangenen montag berichtet : (,0
4837,"schule mathematik verpennt , . politiker .",0
4838,"wahr . bild-deppen gestern blattchen immer 35.000 leute neumarkt ( 8.500 m2 ! ) angegeben , angeblich toleranz stadel januar , steuerzahler gesponsert wurde , angegeben . pegida gleichen raum einnimmt 9.000 . bleibt eben lugenpresse .",1
4839,"wahr . bild-deppen gestern blattchen immer 35.000 leute neumarkt ( 8.500 m2 ! ) angegeben , angeblich toleranz stadel januar , steuerzahler gesponsert wurde , angegeben . pegida gleichen raum einnimmt 9.000 . bleibt eben lugenpresse .",1
4840,"na gut , mal selber gegoogelt drauf gekommen warum deppen durchgezahlt immer krass verschatzen . 1,2 - 1,5 personen pro quadratmeter ? 4 stehen mindestens . kopfrechnen fur dummies : 13000x4= ? ? ? richtig , 52000 o.o",1
4841,"na gut , mal selber gegoogelt drauf gekommen warum deppen durchgezahlt immer krass verschatzen . 1,2 - 1,5 personen pro quadratmeter ? 4 stehen mindestens . kopfrechnen fur dummies : 13000x4= ? ? ? richtig , 52000 o.o",1
4842,"heiko maas heult schon rum morgen gabe ... . liebes orgateam , konnt mal ne einladung fur montags schicken ? ! brauch mal ne konfrontationstherapie glaub . nich arme mann klappse landet wegen ? ? ?",0
4843,"warum beschaftigen dame ? einfach ignorieren - brauchen neue kopfe . lasst labern , , aufmerksamkeit verdient , null !",0
4844,"eng fur lugenpresse.. erste sparmanahmen ha ha.. -- - > grund fur sparmanahmen anzeigeneinbruch . - harter schlag fur freien tagesspiegel-autoren : wurden sofortiger wirkung arbeit frei gestellt . hamburger abendblatt berichtet , durfen chefredaktion genehmigten ausnahmefallen fur berliner tageszeitung schreiben . alfons frese , vorsitzender `` tagesspiegel '' -betriebsrats , halt fur `` intelligente sparpolitik '' . http : //meedia.de/2015/10/22/drastische-sparmassnahmen-tagesspiegel-verbannt-alle-freien-autoren/",1
4845,"eng fur lugenpresse.. erste sparmanahmen ha ha.. -- - > grund fur sparmanahmen anzeigeneinbruch . - harter schlag fur freien tagesspiegel-autoren : wurden sofortiger wirkung arbeit frei gestellt . hamburger abendblatt berichtet , durfen chefredaktion genehmigten ausnahmefallen fur berliner tageszeitung schreiben . alfons frese , vorsitzender `` tagesspiegel '' -betriebsrats , halt fur `` intelligente sparpolitik '' . http : //meedia.de/2015/10/22/drastische-sparmassnahmen-tagesspiegel-verbannt-alle-freien-autoren/",1
4846,wachmann dresden gewagt aufraumen aufzurufen ... https : //mopo24.de/nachrichten/wueste-schlaegerei-in-dresdner-asylheim-21344,0
4847,genau frankreich !,0
4848,kurzer zeit politiker abgewahlt scherbenhaufen jahrzehntelang zutragen.armes deutschland .,0
4849,"seit gestern weder bundes regierung ostereich deutschland sagen , wurden burgerkriegsfluchtlingen helfen . nein vorsatzliche beihilfe einschleusung hoch kriminellen brandstiftern notigern , erpressern , gewalttatern gewaltverherlichern . bruch grundgesetzes , hochverrat ! knast parteien - michboche lebenslang selbe gilt fur sowas unterstutzen , justiz sicherheitskraften . lasst abschaum beide volker regiert teufel jagen gnade ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",1
4850,"seit gestern weder bundes regierung ostereich deutschland sagen , wurden burgerkriegsfluchtlingen helfen . nein vorsatzliche beihilfe einschleusung hoch kriminellen brandstiftern notigern , erpressern , gewalttatern gewaltverherlichern . bruch grundgesetzes , hochverrat ! knast parteien - michboche lebenslang selbe gilt fur sowas unterstutzen , justiz sicherheitskraften . lasst abschaum beide volker regiert teufel jagen gnade ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",1
4851,"lass zahlen halbieren kommt lugenpresse immer mind . 15000 leute demnachst montag dresden spatzieren gehen . soweit patrioten nehmt mitmenschen hand zeigt , europa geht !",1
4852,"lass zahlen halbieren kommt lugenpresse immer mind . 15000 leute demnachst montag dresden spatzieren gehen . soweit patrioten nehmt mitmenschen hand zeigt , europa geht !",1
4853,nachste woche sinds 10000 pegida 30000 zecken ... ..es geht ende .,1
4854,", nochmal mal satire abend fur `` mutti '' merkel ... http : //www.metropolico.org/2015/10/22/hallo-mutti/",0
4855,"habt erster hand , mitarbeiter ? ware ja echt krass . erpressung spiel , schon klar ... .aber .",0
4856,grinsen abend -- - >,0
4857,"genau belugen tag fur tag ! ! ! ! gestern abend erst beutegermane lanz , 15000 teilnehmern pegida-demo faselte ! ! ! !",0
4858,"gluck funktionieren billige lugen heutzutage mehr leicht ... presse versucht immer ... lugen methoden immer billiger hilfloser ... denen geht arsch grundeis , langsam sicher merken : `` scheie , volk dumm gehofft ''",0
4859,gekauften medien denken immer volk blod . lugenpresse hoffen mehr zeitung kauft .,1
4860,gekauften medien denken immer volk blod . lugenpresse hoffen mehr zeitung kauft .,1
4861,"klar . fotos gegendemonstranten gesehen , amt fur 25,00 euro gekauft wurden . hartz iver kindern . kopf fur geld nehme kinder gegendemo . genau leute , kopf , vereinen asylantenp ... .. , springen denen bett bekommen kinder .",0
4862,pegida sicht cdu generalsekretar peter tauber deutschlandfahne gehen durfen . nehmt pegida deutschlandfahne schreibt tagesspiegel . demokratie verstandnis merkelpartei ? ? ?,0
4863,abenteuer russischen baren . geschichte bildern zeigen russland massenmedien ... http : //noch.info/index.php/2015/10/23/die-abenteuer-des-russischen-baeren-geschichte-in-bildern/,0
4864,"hallo , bitte , video anzusehen . video wurde heute aufgenommen hannover . wurde diejenigen denken , weitergehen land bitten , endlich aufzustehen aktuelle politik anzugehen . geht demos , schreibt kommunalpolitiker , werdet einfach aktiv helft land retten . https : //www.facebook.com/westendorf.katrin/videos/1065695536795100/ ? hc_location=ufi",0
4865,wann merkel fur immer anstalt geschlossen ? ? gru verfassungsschutz ! !,0
4866,klar,0
4867,"... mindestens 20 000 patrioten letzten montag dresden pegida , gar mehr .",0
4868,"pegida-demonstationen ja gerne mal zahlen unten korrigiert , teilnehmerzahl angeht . 14.10.15 . hie ca.10-15000 teilnehmer . sicht weit uber 20000 . festen uberzeugung , zahl einwanderer wurde ebenfalls stark unten korrigiert . mittlerweile genannte zahl 800000 - 1,5 millionen fur 2015 durfte zahl 2 multiplizieren durfen . niemand wei viele bereits registrierung uber grune grenze gekommen . grenzkontrollen sowieso witz . hilft grenze usa/mexico .",0
4869,"neueste trick sagen , menschen lande fuhlen langsam uberfordert . ! einfach ! sucht schon entschuldigung behauptet , menschen fuhlen uberfordert .",0
4870,erfurt verrechnet ... scheinbar 4 5fache .,0
4871,"kaufe bildzeitung mehr , glauben !",0
4872,gute beitrage !,0
4873,"heute morgenpost . zeitung-schmierer sorte jung u. erfolg los leben gearbeitet . beleidigt burger ubigau satz -- -in zeit turnhalle blokiert wurde turnhalle burgern i.o . gebracht konnen willkommenskultur . kriegen schreiberlinge gleich geschalteten lehranstalten gelernt . wissen nischt ! ! ! kommt hammer ines kaufmann ( burgerm. -- sozial ) not einweisung belegte -- mietwohnungen fluchtlingen . tante `` marta '' 3- raumwohnung alleine , stadt fluchtlinge einweisen.merken ! ! wohne wohnung 1951 zwangseinweisung kam . witwe groen baumeister wilden - mann mute wohnung schwiegereltern teilen . 2016 -2017 kommen ? ? ? herren u.wenige damen u. kinder deutschland eingeladen.diese burgermeisterin linken intagte wohnungbaugesellschaft zerschlagen.mit innenminister cdu wurden fur 25 millionen 8500 wohnungen dresden abgerissen . heute sagen gott sei dank . stellt . dresden los ware .",0
4874,"fur zahlen angeben uninteressant . mussen mehr mehr , denen mengen demonstraten hals stecken bleiben .",0
4875,fordern misstrauensvotum herr sigmar gabriel - bitte facebook twitter teilen : https : //www.change.org/p/sofortige-amtsenthebung-herr-gabriel-herr-gabriel-handelt-unverantwortlich-und-wir-fordern-das-misstrauensvotum-gegen-herr-gabriel,0
4876,"- endlich letzten europa , aufnehmen . kanzlerin direkt bringen , gute nacht deutschland . vorangegangene kaiser diktatoren geschafft - schafft diktatorin a. merkel , kommt nachste burgerkrieg ! ! ! a. merkel zerstort nation ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",0
4877,kommen genau emalige sowietunion asiaten kaukasija geben syra afgahner genau kommen terroristen,0
4878,tja lugen sender sollen finanzieren gez gebuhren w ... ... .,0
4879,"bildmaterial gefalscht , sieht bericht ? , medien ? sieht hoch gelobte professionelle journalismus ?",0
4880,klebers lugen dran glauben .,0
4881,"fasse , immer viele wissen medien seit ende 2wk amerikanischer hand , immer besatzungsland ! rafft endlich mal , friedensvertrag , lakaien alliierten . .",0
4882,hi hi,0
4883,: d jaj,0
4884,"diejenigen , wissen , gewusst , volldeppen medien .",1
4885,"diejenigen , wissen , gewusst , volldeppen medien .",1
4886,wer ard ? ? ? ? ? ?,0
4887,"wer all geglaubt , schuld",0
4888,"lassen wichser . berichte kommen , siehst frauen kinder .",1
4889,"lassen wichser . berichte kommen , siehst frauen kinder .",1
4890,"naja , wort lugenpresse durchaus berechtigung .",1
4891,"naja , wort lugenpresse durchaus berechtigung .",1
4892,https : //m.youtube.com/watch ? feature=youtu.be & v=yzzyfh1vpto hoch interessant ! ! ! !,0
4893,wer lugt glaubt wahrheit spricht !,0
4894,fragen.https : //www.facebook.com/jungundnaiv/videos/1120276397984307/,0
4895,bild sehe drangt frage ... . fachkrafte ?,0
4896,schmarrn ! sagen immer wahrheit ! ironie ende !,0
4897,woher kommt name `` lugenpresse '' ? ? lach ... .,0
4898,"wer lugt , glaubt",0
4899,eh schon klar .,0
4900,na sowas ... schlimmer kommunisten ? ? ?,0
4901,"ard , vw , regierung , gabriel , merkel ! kommt nachstes ? ? ? ? ? ?",0
4902,"bosen korrespondenten ort ... , wem empfangen befehle gesendet darf ?",0
4903,hsv mannschaft fur 2016 ?,0
4904,propagandasender halt ...,0
4905,"80 prozent fluchtlinge junge , kraftig gebaute alleinstehende manner  - wundern vergwaltigungen steigen ? sofort heimfliegen !",0
4906,"wer ard glaubt , gehort wohl letzten cdu wahlern ...",0
4907,nachrichten schau mehr .,0
4908,derweil bitten nachsten hoflich anstandsvoll asyl : d http : //www.focus.de/politik/ausland/wollen-nach-deutschland-1000-fluechtlinge-durchbrechen-absperrung-an-oesterreichischem-grenzuebergang_id_5036096.html ? utm_source=facebook & utm_medium=social & utm_campaign=facebook-focus-online & fbc=facebook-focus-online & ts=201510231642,0
4909,ach ... ^^,0
4910,...,0
4911,"familie nachholen , flucht gefahrlich fur 4 frauen 32 kinder .",0
4912,"immer belogen , . betrogen u. verraten ! ! !",0
4913,wer heute irgendwas glaubt fehrnsehr kommt wieso falsch birne sry,0
4914,"geht falsche bilder , geht propaganda , fur entstandene chaos zukunftige folgen verantwortlich .",0
4915,"heute gez-brief bekommen , antwort widerspruch 5 monaten . raubritter konnen lassen , bekommen . staatsfernsehen staat bezahlen . konnen ruhig wohnungstur aufbrechen per gericht . riesenschande fur deutschland ! ! ! warum lassen bieten ?",0
4916,dreck dreck mehr kommt eh .,1
4917,dreck dreck mehr kommt eh .,1
4918,neues . dafur bekommt geld ?,0
4919,ach ... . lach !,0
4920,naja brauchen se mehr laufen.merkel ja einfliegen lassen .,0
4921,guck . andert trotzdem nix .,0
4922,lugenpresse eben .,1
4923,lugenpresse eben .,1
4924,80 % manner ! ! ! ! einfach feiglinge ... lieber frauen kinder krieg zuruck lassen ... anstatt hand nehmen zusammen nachste sicherer land gehen ..ich wurde mann gesicht spucken eier los ..pfui teufel,0
4925,"traurig , ard geworden . korrupt , lug trug . dafur geld . china turkei . besorgniserregend ! bleibt meinungsfreiheit demokratie ?",0
4926,stimmt . ... schones familienbild ... ... glauben sollen ... ... wegen . ... ..die wahrheit schon lange gewusst dummen politiker . ... .. ! ! ! ! ! ! !,1
4927,stimmt . ... schones familienbild ... ... glauben sollen ... ... wegen . ... ..die wahrheit schon lange gewusst dummen politiker . ... .. ! ! ! ! ! ! !,1
4928,lieber ard ! lugen kurze beine !,0
4929,"bild sieht , leute tatsachlich asylantenheimen finden . frauen kinder groe ausnahme , meisten schwarzafrikaner , mannlich , 20 30 telefonieren standig smartphone . wahrheit , gesehen - marchen regierung , lage langst mehr herr ( berechtigte ) panik bevolkerung vermeiden mochte .",0
4930,"mal sehen , ddr versucht , fachkrafte angola , mosambique , algerien usw . gewinnen -es nix gut gegangen ! einzig fleissigen vietnamesen gebracht ! ddr notbremse rechtzeitig gezogen ! warum begreift niemand mehr -- -- ! ?",0
4931,liebe ard ! lugen kurze beine !,0
4932,meldung mittlerweile uralt ( mastaben internetzeitalters ) durchgekaut kalbchenkaka . gahn .,0
4933,"nein ernst ? wer gedacht geschockt pigiert , falsches bild passieren beruhigungspillen ard ganz schwere krise gebracht ! !",0
4934,"na nu wirds eis wohl dunne , ni fur grunen roten fur offentlichen medien .",0
4935,strafbar politiker . ... ..aber darf ja anhaben . ... ..aber wehe verbockst ... ... . ! ! ! ! ! ! !,0
4936,flucht fur frauen kinder gefahrlich . familiennachzug assad isis gut aufgehoben . verarscht,0
4937,aktuelle kamera dreck dagegen .,0
4938,"schon langst gewusst , mut ja fur blode halten ! ard zdf schau eh schon seit jahren mehr : - ) zahlen darf fur nutze : - (",0
4939,och,0
4940,wasist antrag ! ? ! ? sachsen kommen ? ausfullen ? ? ? ? ? ? ? ? ? ? ?,0
4941,neues propaganda gutmenschen,0
4942,komisch ... erst belogen ... .,0
4943,? traurig ware ... wurde kreise grinsen,0
4944,wohl kopfe retten ? ! wer spat kommt bestraft leben,0
4945,"leute , gibt schlimmeres ard , mdr . ubelste schande fur sachsen . sunden mull verdient ? intendantin kassiert uber 300 000 euro jahr . frage , warum leute dumm gez zahlen . heit : konnen dagegen . leute mut , wehren .",0
4946,"christ syrischen , traurig uber , europa geschieht , muslime fluchtlinge , meisten nahmen totung schlachtung christen syrien",0
4947,jahr '' wort '' jahres ? wort gar ausreichen ... ..aber worten folgen taten ... ... hoffentlich baldigst deutschland retten !,0
4948,heute 01.04. ? http : //deutsche-wirtschafts-nachrichten.de/2015/10/23/merkel-will-fluechtlinge-direkt-nach-deutschland-holen/,0
4949,denken wirklich sehen los ... . ? ? ? ? ? ?,0
4950,"ach , kommt ...",0
4951,ach nein kommt dachte ddr,0
4952,wichser bekommen bald zorn volkes spuren gnade gott .,1
4953,wichser bekommen bald zorn volkes spuren gnade gott .,1
4954,"lugenmedien . gericht stellen . fur schwindel 17,50 monat bezahlen .",1
4955,"lugenmedien . gericht stellen . fur schwindel 17,50 monat bezahlen .",1
4956,kraftig gebaute manner eher dicken couch potatoes .,0
4957,"montag cegida demo meinte sprecher , sendung jauch umbenannt jauche . reine verblodung . mann punkt gebracht !",0
4958,burschen asyl bekommen verheimliche ehegattinen ubrig gebliebene verwandte holen darunter viele kranke invaliden . sollen vergessen muslime heiraten blutverwandte dadurch familie gibt invaliden . genetisch bedingte defekten . grund `` arbeitsunfahig '' sozialbezieher fahig..,0
4959,extrem .merkel stop scheiz mache europa ! ! !,0
4960,"deswegen kommt ja gruppenvergewaltigungen schweden norwegen . angst schrecken versetzen bzw . panik vermeiden ... eben `` meinungslenkender progagandismus '' angewandt - joseph goebbels reine freude dran : - ) bald geht richtig rund land dichter denker ... junge , kraftige manner , manner stellen . wahrend ja verteidigen , jungs bose agressoren . psychologische kriegsfuhrung eigene volk - pfui teufel .",0
4961,"neues . sagte peter scholl-latour letzten interview : `` manipulieren ( lugen ) , unertraglichen weise '' . ganze system lug betrug aufgebaut . wer bemerkt , mehr helfen .",0
4962,"wer hinstellt sagt wusste , guten geistern verlassen gutmensch",0
4963,"konnen schreiben , . interessiert machtigen medien-gurus dreck . lachen tag reicher fur verblodung . durfen fur mindestlohn rackern . tag wut zustande groer . fuhlt hilflos ausgeliefert schweinesystem .",1
4964,"konnen schreiben , . interessiert machtigen medien-gurus dreck . lachen tag reicher fur verblodung . durfen fur mindestlohn rackern . tag wut zustande groer . fuhlt hilflos ausgeliefert schweinesystem .",1
4965,"landtag dresden sorge : 25j . jubilaum feiern , schampus feinsten . kaviar . volk , luxus zahlt harter arbeit , reichlich egal .",0
4966,"`` ard raumt : berichten ... . `` ja mu eigentlich herr innenminister ganzen harte deutschen gesetze , sowas trieft hetze , verdummung , volksverhetzung ? ? ? ? ? ? ? ? ?",0
4967,sage zensur diktatorin merkel,0
4968,"manner sollen asyl verbot bekommen.manner heimat bleiben land verteidigen.extrem feigen muslimische manner hauen ab lassen frauen kindern rentner alleine zuruck.in ukraine ziehen leute ost ukraine einfach sicheren west ukraine.syrer konnen entweder umziehen sicheren teil syrien turkei saudi arabien asyl bekommen.gulf staaten schwimmen geld nehmen einzigen fluchtlinge auf.saudi arabien gulf staaten sollen gezwungen syrer asyl geben , liefern waffen nehmen syrer.syrer araber gehoren arabische lander.turkei konnte sowieso privat wohnungen muslim glaubensgeschwister aufnehmen.diktator erdogan schickt lieber syrer treuen pudelhundin merkel",0
4969,grenzen dicht zeit mehr lange .,0
4970,wendehalse,0
4971,ard zdf tonne klopfen . rollen fussnagel hoch .,0
4972,"spiegel tv rtl ! ! ! migranten asylindustrie deutschen steuerzahler brutal abzocken . stadt koln macht moglich . pro person zahlt stadt koln fur fluchtling 756 , - euro monatlich fur kleinste , dezentrale unterkunfte . fur familie balkan macht schon seit 4 jahren . wurde immer abgeschoben . ab ca . 10:00 min http : //www.spiegel.tv/ # /filme/magazin-vom-11102015/",0
4973,seh `` volk '' taeglich ankommen fuss ! is nix familie ! ! ! ! deggendorf - passau ! denen viehzeug is undankbar fuehrn waere deutschland schon ihen deren haenden : - (,1
4974,seh `` volk '' taeglich ankommen fuss ! is nix familie ! ! ! ! deggendorf - passau ! denen viehzeug is undankbar fuehrn waere deutschland schon ihen deren haenden : - (,1
4975,deren haenden,0
4976,"regierungstreuen propaganda medien zeigen immer bilder kleinkindern.warum schweigen uber abtreibung ? warum interessiert schicksal unschuldigen deutsche babies ? merkel erlaubt todestrafe fur 100,000 babies jahr sagt partei sei `` christlich '' warum schweigen medien uber babymord ? ausser geert wilders sagt niemand abtreibung.was fur brutale heuchlerei . warum gibts asyl fur deutsche babies ? babies menschenrechte ?",0
4977,"immer deutlicher -die altparteien muhe sparen , uberzeugen.sie deshalb austauschen.es wunsch deutlich erkennbar-den rechten staatsburgerschaft entziehen-und kindern schenken.kindern ? tauber kinderlos unverheiratet.will vlelleicht unbewusst deshalb muslimische gesellschaft , ehe 10-jahrigen madchen traumt ? herr tauber -outen sich.das volk anspruch , wahren motive kennen.-peter tauber generalsekretar cdu . : '' derzeit deutschland fluchtlingskinder malen , greifen oft stiften , erlauben , deutschlandfahne malen . oft farben autos hauser schwarz-rot-gold . kennen fahne , wissen uber bedeutung farben . geben unbewusst historische bedeutung zuruck . fur fluchtlingskinder farben schwarz-rot-gold farben freiheit , friedens hoffnung . stolz . sollten farben schenken . mehr anspruch darauf versprechen farben gute zukunft , hoffnung , flei erreichen sicher behutet aufzuwachsen , diejenigen , unserer fahne hass angst verbreiten . nehmen denen deutsche fahne . schon dafur . peter tauber generalsekretar cdu .",0
4978,neue asylrecht gilt schon ab morgen - gerade radio gehort - bzw . kaum bargeld -- - lernen `` schutzbedurftigten `` mal richtig kennen !,0
4979,merkel fuhrt krieg babies abtreibung.warum gibts asyl fur babies ? warum erlaubt merkel todestrafe fur babies deutsche krankenhausern.ich dachte arzte schworen eid leben schutzen.abtreibung schlimmste verbrechen geschichte menschheit.was konnte mehr abgrundlich bose muttern vatern eigenes baby hinrichten.dass unglaublich grausam kaltherzig.merkel schuld massenmord millionen wehrlosen unschuldigen babies.gott merkel bestrafen fur unschuldiges blut,0
4980,staatssender schon mal,0
4981,frau merkel konnen gewissen leben ? millionen ermordeten babies lasten gewissen.merkel knecht satan abslolut gegenteil `` christ '' nehmen zynische `` c '' ersetzte s fur partei satan amen,1
4982,frau merkel konnen gewissen leben ? millionen ermordeten babies lasten gewissen.merkel knecht satan abslolut gegenteil `` christ '' nehmen zynische `` c '' ersetzte s fur partei satan amen,1
4983,"kaum geglaubt..aber drecksratten geben , belogen haben..und einzige mal . ...",1
4984,"kaum geglaubt..aber drecksratten geben , belogen haben..und einzige mal . ...",1
4985,ddr .,0
4986,"migrationsbewegungen zeiten , junge manner uberproportional haufig beteiligt . vielen familien , gefahr geraten , reichen ressourcen einfach , mehr mitglied flucht europa finanzieren . verschiedenen grunden eher jungen manner frauen altere kinder geschickt . fur manner erscheinen chancen hoher , strapazen solch oft langen reise uberstehen . daruber hinaus kummern vielen fallen frauen nachwuchs bleiben grund eher herkunftslandern zuruck .",0
4987,"austria capitulates against the invasion on it 's southern front ! 217.000 crossed just the last month , thousands more are crossing right now ! http : //www.welt.de/politik/ausland/article147919613/oesterreich-kapituliert-vor-fluechtlingen-aus-slowenien.html and they are coming to do this : http : //www.liveleak.com/view ? i=4fe_1369316735",0
