,text,hs
5655,"@ jimingray420 pesada bitch , callate puta boca apoya bts deja exo paz puta vez cara botella",1
5656,odio nenes gritan chanchos den bola . callate puta re pario,0
5657,@ haisember @ perocallate bien desbloqueame hijo puta,0
5658,@ nlopezi_ imbecil puta prima ! gilipollas ! estupida,1
5659,"ensenan decir puto puta nena asustan lea queres ensenar decir pene vagina , vivimos ?",0
5660,: si dios quiere va empezar ir chido . dios : callate puta .,1
5661,@ mariapazg12 jajajajajaa puta callate,1
5662,amiga haciendo literalmente power point ensenarnos resto ser mas hijas puta pq dice qu... https : //t.co/eufhjeykgi,1
5663,"# todostenemosunaamigaque puta , si amiga .",1
5664,"@ candemartino1 callate , vos hija puta enojada",1
5665,@ cfkargentina callate hija puta traidora patria . saqueaste pais ladrona .,1
5666,-te mereces oscar puta -que ? oscar ? bueno ? presentelo ! - ( ._ . ),1
5667,mujer mas puta madre https : //t.co/8swphkbxqe,1
5668,@ jamesnavacom callada puta ... lleva comision,1
5669,# deregalotemereces mentada madre maldita perra !,1
5670,# deregalotemereces trozo carbon hija puta https : //t.co/kmkkfpfao5,1
5671,perra pa uso condones,1
5672,"si algun dia hija primero voy ensenarle trabajar , andar puta regalen .",1
5673,@ edgarsiebert callate puta,1
5674,@ alomecha callate kakatus vos seguro votarias tilingo zorra ! ! ! ! !,1
5675,@ nnekaworld callate puta,1
5676,@ jlozanoa puta miado @ joseameadek pone 4 hijo puta https : //t.co/lxkuav2egg,1
5677,@ tonialba bueno ... mas simple `` puta '' ... mas directo ... mas estilo ...,1
5678,@ sofacai vos callate puta,1
5679,# deregalotemereces malo puta .,1
5680,@ vikidonda callate hija mil puta . vos sos culpable . basura .,1
5681,"@ casillas_andr musculo pesa mas grasa , ( siempre ves buena , callate perra )",1
5682,@ agusfloridia @ pauuvelazquez_ callate puta barata,1
5683,puta jajajajaj https : //t.co/of3wgm30su,1
5684,@ aabenedetti eres..buldozer ... rata..y perra hp,1
5685,mica llorando laura riendose cara ser hija madre zorra mierda,1
5686,callate gorda hija puta @ elisacarrio,1
5687,callate gorda puta abuela carrio jajajajajaj,1
5688,callate lilita hija puta diputados heridos,1
5689,@ leticiadolera dice arrimadas gracias defenderla llamado mala puta . feminista horas ...,1
5690,@ vikidonda callate hija puta representas jubilada apoyo cambiemos rata,1
5691,"callate , maldita gorda puta . discurso tan idiota fracasada dieta . https : //t.co/fcx9nblvdq",1
5692,@ vikidonda @ zaloarg callate hija puta . fomentan ustedesm,1
5693,@ stolbizer callate hija puta,1
5694,@ sofia_nabiki callate puta barata ...,1
5695,callate gorda puta concha madre,1
5696,gorda puta callate re concha madre hdp # reformaprevisional,1
5697,@ sofia_nabiki @ elisacarrio callate negra puta,1
5698,@ vikidonda callate puta ! comela doblada,1
5699,"callate rossi , recalcada concha lora puta ...",1
5700,"pasa ? inclinado , forzandose ensenar canalillo . hija puta pasa ? https : //t.co/84czzpc27h",1
5701,callate @ vikidonda gran puta madre repario . diste politica ... . basura .,1
5702,plan mas guarra,1
5703,reinventarse ... `` cantante '' puta . https : //t.co/ow6n1u0rkd,1
5704,"robarle chico zorra , ups @ gabyjara2001 jajajaja , vale mio naciste hermoso https : //t.co/zrv0rvofhu",1
5705,@ camicmpp @ genevicente callate hija puta,1
5706,@ leviatan31 callate puta,1
5707,"@ elisacarrio callate , enferma hija puta . uds provocan violencia . https : //t.co/imutbdqilo",1
5708,"@ elisacarrio gorda sorete , vaga . mereces quedarte encallada hija puta",1
5709,"puta mami , massss",1
5710,@ cfkexpresidenta rompiste bolas aunque joda mereces pais reconcha puta madre,1
5711,@ cfkargentina pedazo hija puta .callate boca tenes autorida moral hablar.devolve robaste .,1
5712,@ nacholoboss @ martinpdisalvo callate puta,1
5713,# finalgh puta carlota callate,1
5714,"carlota , callate puta boca . # finalgh",1
5715,@ jean_crlxs callate puta,1
5716,"@ ajcastillam @ elaguijon_ @ _mariaps , puta , madre puta , abuela puta , cago muertos m... https : //t.co/xmaaakf6re",1
5717,@ carokrm @ candesangio aranas callate carolina puta,1
5718,"supongamoa , casi seguro , madre puta @ luiscarlos entonces implica marica ?",1
5719,@ elisacarrio callate gorda pedorra hija puta !,1
5720,callate victoria donda.-ademas pinta puta sos irreverente importan tres carajos jubilados . no... https : //t.co/c35npui6yb,1
5721,@ sktcarmensita callate puta,1
5722,aly callate puta boca # gracias xq protagonista ediccion # finalgh,1
5723,"@ marchettipablo concha madre gordo hijo puta ! ! hija puta mujer pacifica cosas , gordo falopero !",1
5724,"novia puta , hacerle , entrega cualquiera si ofrecerle",1
5725,@ erikazamm @ walmart callate puta quisieras ahorita estarsela mamando,1
5726,"tambien vamos matar vos @ elisacarrio vos mereces pase , hija re mil puta",1
5727,@ dyncovillarreal callate zorra,1
5728,@ vikidonda @ patobullrich callate puta,1
5729,extrano pegarte cara verga,1
5730,"ensenarle manejar agus suki mision imposible , va aprendiendo zorra",1
5731,@ infobae callate ... .hija puta,1
5732,@ rocio_bowen jaja callate puta maricona . ahre,1
5733,callate maldita zorra,1
5734,@ alejimenez14 callate puta,1
5735,@ myriambregman callate hija puta desaparece ! ! !,1
5736,"callate , puta . https : //t.co/ft2nggkgog",1
5737,@ joegarciagross callate puta,1
5738,@ record_mexico @ pattylopezdelac mientras siga ensenando culo perra haga gana,1
5739,@ virgiinarvaiz callate puta,1
5740,hija puta cama hace posiciones solo,1
5741,@ agusenriquez11 callate puta,1
5742,@ lulicejas16 callate puta todavia vi,1
5743,"vengo ensenar educar vos puta ami vas ganar , tambien rima ( ?",1
5744,imbecil hace madre teresa calcula mas zorra sol perez jaz grieco juntas,1
5745,@ melanykc_ callate re concha mama ves q ahora siento cosquillas pies ojala brasil infeste aranas zorra,1
5746,@ nicoleoleohh callate puta,1
5747,"@ rrothschild11 @ jaimerdznl callate perra , das asco deja chuparme bolas",1
5748,chicharra puta callate dormi,1
5749,@ tamymore00 callate puta,1
5750,mereces morir hija grandisima puta https : //t.co/nrizygcw1f,1
5751,puta cobro mas hables moda cashh,1
5752,mira callate pq voy cielo hija puta,1
5753,"valiente hija puta , aprovecha . tiempo colocara mierda , mereces .",1
5754,@ teostra14 calles ostia puta,1
5755,"saber si mujer bien puta gusta verga , basta llame  daniela   alejandra ",1
5756,novia puta https : //t.co/zb4kfmdxr3,1
5757,@ soficarvajal01 callate perra loca,1
5758,"@ radiomitre estaria mal contestarle : `` callate , yegua puta chorra '' ? ? ? ?",1
5759,@ jubarrientoss callate puta,1
5760,@ isiscaceres13 callate puta,1
5761,@ andypaolam callate puta,1
5762,@ jazminhutcherso @ sangrepaltera @ chinasuarez hija puta ! cansa provocar pampita . mira ser... https : //t.co/61ldjx0ae4,1
5763,@ nunkmaskk @ marcami76 callate hijo puta esbirro dictadura viviamos puta abogadatrucha,1
5764,puta borracha @ angpetrova08 https : //t.co/jdfvl3ygwy,1
5765,@ aguslozaa1 hija puta ! mereces suba foto mando maldita jajajajaja,1
5766,@ magdib96 callate puta,1
5767,@ luly_santagada callate puta,1
5768,@ jlozanoa puta hipocrita,1
5769,@ satraaz callate joder hostia puta . *con respeto*,1
5770,"callate , maldita perra . nadie cree cabron marido . aqui https : //t.co/k6mewgcnc6",1
5771,@ daaniba555 callate vos perra,1
5772,mujer maldita perra ...,1
5773,@ inakireyes puta,1
5774,"callate zorra , sale",1
5775,"jefa , empleada , perra",1
5776,"puta , callate https : //t.co/fwxgowzszh",1
5777,alguna chicas tan hijas puta,1
5778,"conmigo disfrutas , echate pa aca discutas si bien puta putaaa",1
5779,@ pazsilva_ hija puta tenes cuerpazooooo callate,1
5780,@ adripache20 callate puta,1
5781,"pa cita zorra alborote , rompo escote quiere doteeeeee",1
5782,quiero puta pa  pasar rato todas solo quieren cartera zapato oh yeh unica real,1
5783,puta chupas diario,1
5784,"hombre hombre , mujer rapidita prende . hijo puta",1
5785,zorra asiatica termina abundante corrida cara : zorra asiatica termina u ... https : //t.co/b9wiujamku # maduras # xxx,1
5786,"@ beagomezjb , nunca merecio malo , culpa puta mama ; merecia tenia t... https : //t.co/k8hhvrhqrr",1
5787,@ rib_agus @ maria_enema vi 4 veces mas hija puta callate odio,1
5788,puta sabemos https : //t.co/95jsggcovc,1
5789,@ eluneykendziura callate hija puta vos das bola hace 30 anos vivo particular casa siempre pedo siempre,1
5790,tiras mierda puta si igual wey nmms,1
5791,@ arielfongg callate perra !,1
5792,puta mejor mama,1
5793,"callate mary jane , dejame bailar paz , maldita puta !",1
5794,@ pcryyysstaaal jajajaja callate puta,1
5795,@ jessuscp callate zorra,1
5796,si perra ladrame,1
5797,"@ j_giovanna @ lilitaafull @ marite82267291 @ cfkargentina callate vos chupa chorizos , asesina , puta duena va ter... https : //t.co/qd4lpodp44",1
5798,novia puta pingo ahoga vos decis sos toga,1
5799,"@ malikvodk4 mala puta llena odio , so cerda",1
5800,"quiero desaparezcais club , maldita escoria gabacha mierda @ psg_inside https : //t.co/mwp11mgbb2",0
5801,"contare fin amigo dijo partio alma , paso glorieta habia indocumentados animo regalarles agua , traian nino brazos amigo acercarse darles agua vio nino estiraba brazos ansioso tomarla",0
5802,sabiais paises arabes toman caliente efecto refrigerante cuerpo ? https : //t.co/fburwoc4kq,0
5803,trump urge congreso aprobar recursos construir muro  mas rapido  . pues contraten mexicanos indocumentados levantarlo ... final deporten .,1
5804,"barcelona grupo inmigrantes indocumentados agrede gravemente turista norteamericano defendio mujer acosada bandidos , tan poca hombria espanoles defienden mujeres manada . ?",1
5805,"zapatero , hijo puta incluia canarias mapa si perteneciera marruecos , habla amigo mohamed vi , rey moromierdas , ultimar visita oficial traidor okupa monclovita  @ sanchezcastejon morilandia . https : //t.co/wm7yeqgvxd",1
5806,cuento secuencias noche mama dice xq quedaron casa carlame acuerdo lloro peruanos hijos bien puta vuelvan pais indocumentados hijos putaaaaa,1
5807,putos # moromierdas envenenan perros exigen prohibicion . perro mas limpio cualquier piojoso https : //t.co/s7p45pnkxk https : //t.co/cpexso5ai1,1
5808,"monguers indocumentados piensan trump blanco supremacista , hija casada judio bobos difamando europa propia gente culpa nazis sionistas.dais verguenza ajena goyim",1
5809,falte tostado arabe gigante salieron 2 tostados arabes gigantes xdd,0
5810,vamos analizar situacin : quitas concertinas valla ceuta.no identificas entra.entran usan tcticas militares atacar agentes cubrirse cuerpo grasa.pierdes pista gente entra.y rebajas nivel alerta.basura,1
5811,"reabren frontera ( agenciane ) onu refugiados ( acnur ) avisa reapertura frontera brasilena roraima , miles migrantes venezolanos cruzan diariamente escapar crisis azota pais sudamericano.migrantes desparraman toda sudamerica",0
5812,mujer sudaka derecho venderse mujer  madura  . sabido tierras consumen telenovelas cantidades industriales .,1
5813,"@ tomiivelardez @ sanlorenzo recopa sudaca , recopa mercosur jugamos",0
5814,@ mediterraneodgt inmigrante magrebi subsahariano cosa van hartar dar trabajo g. civil policia .,1
5815,sacaron culo 'sudaca ' .,1
5816,ahora resulta sudaca va ensenarme tes,1
5817,"ahora chupan pija justin , aos unico negrata gangster pais respeto",0
5818,ac sudaka muere verguenza esconde debajo piedra siempre~~~~,0
5819,"@ martinmovia2 @ vokajuniors vos siglos ganar , ganas mugrosa sudaca sacas chapa ? mas chico tenes ? riber saco gol mal anulado boca , puede chapear fallo arbitral , bueno , ustedes iguales : https : //t.co/upuczeg93j",0
5820,mira amiga sudaca mente tercermundista hace pginas gente mecano perrano rebeldemenos alguien ser defendidatodos pagina pitera echan bardo bola maricas hacerlo solosmueranse porfa,1
5821,"@ heberjez not welcome . nadie , nunca nadie apreciado chivos . nunca existido mejor relacion jamas jamases alguien tan buena opinion . sudaca .",1
5822,"completamente acuerdo . s necesidad inmigracin pagar pensiones traigan pases sudamericano , cultura menos conflictivos religioso social.la izquierda trae musulmanes negros intereses polticos..",1
5823,@ realesdeaocho @ tonihern @ realmurciacfsad menos pto sudaca qye si aficion tubieramos cojones iriamos t d nc darle,1
5824,rt @ leonidasvox : @ delcojonbrivon vamos quitar concertinas hacen pupa,0
5825,"@ revistamongolia @ arezno maldito sudaca haciendo chistes sudacas , quieres explote cabeza banderita ? si asi puede",1
5826,@ imas_tv # valdepenas viendo programa onda cero mas television da risa menos dice mariano rajoy puso concertinas ceuta melilla nivelazo,0
5827,@ notnicocastro sudaca mierda,1
5828,"'venezolanos malparidos , estan quitando trabajos , riquezas , vidas ! presidente bloqueo entrada echo bala ejercito ! ! '' fabian , 45 , paso 20 anos murcia . terminos ''panchito , sudaca , macaco '' vida diaria .",1
5829,# l6nmigrantes cualquier dia voy salto valla ceuta chollo . tratan mejor inmigrantes gente paga impuestos . espana tambien gente pasa necesidad abrir brazos vienen ilegalmente .,1
5830,@ bastainmigracin @ cenario_oficial @ soydune sudaca mismo pelo jajajaja,1
5831,@ cogedtuppers mas concertinas vallas mas altas . rtve da asco taxistas dan asco,1
5832,"@ memoriafutbol_ ejemplar trabajo guerra guadalajara . ayudas arbitros llego dos finales dos primeras temporadas cabo quinta gano liga ( torneos deveras , minitorneos ahora ) . aca chivoshermanos prenden incienso sudaca .",1
5833,"@ tanobols @ gguerber jua jua jua , , seguro , , sos raza aria , jua jua jua , , , sudaca arrepentido peor . jua jua jua jua vos lees oscar wilte ; ; jua jua jua , ( gracias mas , vois ) : jua jua jua jua",1
5834,# espana cadaver concertinas . jeques arabes feudale cuchillas espana . xenofobia https : //t.co/jkire8sr99,0
5835,"pedro , hagas caso , espanoles solidarios , abre fronteras , quita concertinas , dale sanidad gratuita , dejalos vendan productos vienen mafias falsificaciones , dejalas explotadas sexualmente . conviertenos tercer mundo .",1
5836,"euro quieren arruinar pais , inmigrantes jamas cotizaron presidentes llegan apoyados asesinos golpistas vox respuesta moro mafisoso hassan manda mas gilipollas sonriente presidente https : //t.co/vwyh0tryt5",1
5837,", inmigrantes ilegales mandan alemania pasta va moro . estadista sanchez mago negociacion . lince , tio . https : //t.co/zlkcyghexs",1
5838,"especialmente mas ricos mas inmigrantes 3 . si , causa efectos . cosa solo guste `` negra '' niurka montalvo gana medallas pen gusta `` moro '' mbappe hace ganar mundial . https : //t.co/tdb0tkjgbj",0
5839,@ pablogrodrgz quitar concertinas poner ametralladoras,1
5840,@ albert_rivera @ elespanolcom pacto sanchez merkel acoger inmigrantes papel https : //t.co/yo80bvrqkk puede consentir inmigrantes cloaca europa espana merece .,1
5841,@ jdselinho @ fonsiloaiza claro espanol roba florentino ? cago muertos sudaca mierda,1
5842,@ mila_leon24 @ serbellota @ lafrunita @ sre_mx pues conocido ningn sudaca honesto viva mxico .,1
5843,@ rafaclass27pr marico admites . tio mas tonto si tipico sudaca retrasado limpia vaters sobrevivir pais tan pobre puerto rico . lastima das recuerdame cenizas tatarabuela recoga,1
5844,@ ddm_oficial exagerado ! ! van gastar 1200 juguete ! ! eramos 9 hermanos ( habia direc tv ) mira si iban gastar 1200 x 9 . sudaca quieren vivir europa .,0
5845,"@ rafaclass27pr culpa madre abuela cuero ramplateras , padre tecato.a seguir llorando sudaca mierda",1
5846,@ rafaclass27pr venga sudaca seguir zoo puta abuela . reportadito mijo . llorar yonki abuelo,1
5847,@ hqgatica @ anglicavillarn1 sueco cara bolita .xq aspiracional desclasado . x dignidad deberia irse . hara xq sudaca ! ! !,0
5848,@ fantinofantino busca comida sudaca mierda !,1
5849,"@ eduardoinda @ rosafregi sudaca nacionalizado espanol , aceituna pinchada palo",1
5850,@ pili130273 monja mala puta . pregunto . tambien sudaca argentina mierda .,1
5851,@ mavegan hijo puta puto negrata mierda tomemos poder ejecutaremos interpongan camino,1
5852,@ mavegan maldito negrata mierda habra algun da dejarn hacer quieren pagarn hecho ocurrir pronto,1
5853,"@ policiasspain @ jemayfe concertinas medidas disuasorias , melilla 6 ms. nadie manda subir . problema .",1
5854,@ iancandado sudaca verdad ?,0
5855,"venga , putos moros catetos , ahora camiseta farsa ocupar posiciones tras valla melilla seguir haciendo almontenos",1
5856,puto sudaca espaol xd,1
5857,"vas rer puta madre , sudaca mierda , hijo puta , hijo grandsima puta .",1
5858,"@ rosa_huguet02 hola , solo escribo llamarte puta . saludo espero mueras manos moro inmigrante .",0
5859,"@ wef_es ecuador , pais sudamericano mas refugiados acoge . # solidaridad",0
5860,"@ abbu25 toda adentro eh , condicion sudaca traumo , digas infelices albanil usa luego subio fotos facebook sedan usado 10 veces mejor basura tenias aca mostrarle pulguientos familiares ?",1
5861,"@ vmunitai @ notekomaslavoz si vamos extranjero , ud . debe citar derecha nazi alemania , derecha franquista espana , derecha enfrance vichy , derechakkk usa dictaduras derecha gorila sudaca , , derecha chilena pinochet batio record ladrona asesina",0
5862,# stopglobalizacion # stopsionismo # stopislam # stopfemimarxismo # stoplgtb # casoaislado oleada abusos sexuales vitoria : inmigrante subsahariano abusa mujer cajero vitoria https : //t.co/iv5u6hku8h,1
5863,oleada abusos sexuales vitoria : inmigrante subsahariano ilegal abusa mujer cajero vitoria https : //t.co/agptivric5,0
5864,"@ juralde pues si , inmigrantes esten mar encuentre aquarius open arms , deberian traer espana deberiamos acogerlos . deberiamos eliminar cie tenerlos recluidos pobrecillos quitar concertinas crucen bien frontera",0
5865,"@ luz_4ranjuez razon @ luz_4aranjuez deberiamos admitir inmigrantes recoge aquarius open arms , eliminar cie quitar concertinas salten bien valla lstimarse",1
5866,juez rechaza denuncia 602 # inmigrantes saltaron valla # ceuta letrada solicitaba dictara prision incondicional  mas violentos  https : //t.co/cldedhdlfs,0
5867,"@ sanchezcastejon , urgen medidas entrada inmigrantes ilegales , necesitamos # fronterasseguras , pretende llegar ? oleada abusos sexuales vitoria : inmigrante subsahariano ilegal abusa mujer cajero vitoria https : //t.co/q2jkrs4fpd",1
5868,@ espacio_mex @ sanchezcastejon @ elmundoes @ larazon_es @ abc_es compromiso incluye dentro programa electoral presentado psoe 2016 tambin hace hincapi retirada concertinas frontera,0
5869,rt @ okdiario : 600 inmigrantes ilegales rocian cal viva guardias civiles asaltar valla ceuta https : //t.co/jwfhqbn3ye,1
5870,"sigue mandando aquarius quitando concertinas , solidarios gana nadie , buscamos vida pedrito https : //t.co/7qokgts5ug",1
5871,"@ elconfidencial : espana sigue diana yihadismo primer aniversario 17-a https : //t.co/okrsgd2kcn mientras ministro interior , quiere quitar concertinas defiende llegada papeles , poder controlar objetivos .",1
5872,"vanessa diamonds ( especificar vanessas ) necesita negrata rico , heroina jenner . postu hora verdad pequena .",0
5873,c 4 voraz gobierno acuerda traer espana inmigrantes q sobran alemania francia cambio d unas monedas d oro entregarselas moro asi `` hacer '' mas segura verja ceuta.cuando sabemos q hara px q quiere territorio .,1
5874,"siempre mismo , 'grandes defraudadores ' bla , bla , bla . manteros seguro perjudican ms pequeo comercio legal distribucin artculos falsificados . investiga origen artculos falsificados ? estn trayendo tanta negrata ?",1
5875,"@ inma_ben rio cabeza aceituna , puede aportar sudaca espana . solo problemas",1
5876,"oye jess , vienen africanos escpanado guerra hambre . si mor cruz pueden morir agua , ahoguen , poner concertinas dejis pasar , cristianos s , menos . papa silencio , disimulando vaya tener posicionarse",1
5877,gardelitos abrieron danza mirlos fiesta sudaka,0
5878,"@ sanchezcastejon genial ! estupenda tecnologia unir sustituir concertinas vallas ceuta melilla , inmigrantes ilegales puedan invadirnos velocidad supersonica , socio , george soros , estaria encantado # eleccionesya # stopinvasion # sanchezdimision https : //t.co/zl1xu2mv8m",1
5879,@ guillaumoctavio si sudaca indocumentado,1
5880,"@ fr_carrillo @ j17_08 tema llenarse balon dignidad , concertinas , fotos humanitarias , insultos varios frotarse acabar pagandole marruecos hagan queremos ver dejar politica migratoria peor tras victoria salvini",0
5881,"aqui , senora . haciendo amigos . debia pensar benidorm gibraltar asi . ( brexit valla concertinas , favor ) . https : //t.co/rklc2tvwaz",0
5882,"violencia machista , violencia inmigrantes ilegales muslims . conteis viogen espanoles entonces numeros seran reales https : //t.co/c6clcnfprl",1
5883,"nunca llueve gusto https : //t.co/uuglnrjhfo gente pondremos vallas concertinas . embargo , cuidan mayores pequenos hacemos vida imposible .",0
5884,"@ nandoraven @ vanesavallejo3 aviso hungria gobernada neonazi llamado orban , cosas , encabeza ola gobiernos xenofobos . quiere inmigracion sudaca , negra , musulman . saludo",1
5885,"mejor mas efectivo : expulsar embajador marroqui marroquies viven espana , pasen van francia . veremos si marruecos sigue lanzando inmigrantes valla . https : //t.co/lwoiab1tdf",1
5886,@ gbaratech @ miguelga_82 @ cronicaglobal joder monja sudaca . podia haber quedado dando culo punetero pais @ sorluciacaram,1
5887,@ nicolejurado19 cree sudaca mierda,1
5888,@ pili130273 @ alicia63502264 sudaca mierda,1
5889,"@ duelelab tonto zp , final poner concertinas , si solo saben robar , saben llevar pais .",1
5890,"@ fabiorubianoo publicitas . deja loco locura , sudaca pendejo ! ! !",1
5891,@ meprendorapidoo @ camilo_lara_ sudaca,0
5892,rt @ prvssian : si llamais `` panchito '' `` sudaca '' pena sudamericanos pues igual poquito gilipollas eh ! ! !,1
5893,"@ roldanfj1 @ elmundoes claro , hace falta mucha gente quitar concertinas , abrirles valla invadan dignidad @ jusapol # equiparacionya # ilp2018jusapol # jucilnacional # jupolnacional @ afapol_ # 15alalinea # 18amallorca # 18acoruna # 25amalaga # 25avalencia # 25atenerife # 25ascompostela",0
5894,"@ psoe @ patxilopez basta inundar espana gente peligrosa . cumplan deber proteger seguridad espanoles . deportacion ilegales , exige vox . devolucion pateras puerto salida . basta dar gratis miles inmigrantes https : //t.co/hjbeugxhzo",1
5895,@ kenjifujimorih @ violetalagunesv vez gallinas pones vacas . sudaca estupido parece universidad kansas sino paseo dice pais . hacer pendejo !,1
5896,vas gardeles ? rock sudaka doctaaa  siii dos fechas ! rock sudaka carnaval https : //t.co/gcb2ihaou1,0
5897,@ insomniosaticos vos debes tener . netflix sudaca garcha .,0
5898,"`` acto '' marketing pedorro sudaca , `` necesitamos conocerte mejor , llamamos '' mandamos billon mails naranja",0
5899,"@ inlibertatem hbitat normal : negrata nigeriano reloj oro collar igual materia chuleando prostituyendo tres cuatro chicas blancas espaolas europa deleite disfrute mientras goza casa pagado , pa",1
5900,tremendo finde metimos sudaca,0
5901,"@ sweetjukkuri jajsjaks ganas , ms sudaca ahre , peor q m tambin dijeron q sigo creciendo ? ? ? siento hyungwon omg",0
5902,acusan ongs complicidad traficantes personas rescate maritimo inmigrantes https : //t.co/dkitooym5f,0
5903,"monito sudaca sabe hacer muchas cosas , leer comprender djenlo , mami dice especial , pueda dormir .",1
5904,sudaca haciendo sudokus https : //t.co/va7nqsfm85,0
5905,"@ rgconchita @ wharfrat_de exterminarlos . refugiados , cojones . puto moro europa . europa cristiana ! . actuar , prdida tiempo ! . aunque tachen racistas , fachas , bloqueen redes , supervivencia , ms ,",1
5906,"`` pagar '' ver inmigrantes atrapados animales concertinas llama . ojo ve , conciencia tranquila ! ! https : //t.co/9boarwzisj",0
5907,"@ sanchezcastejon nuevo asesino extranjero . si , decirlo : puto moro asesino . mayoria asesinos mujeres inmigrantes solo 10 % poblacion . si siguen entrando iran aumentando proporcionalmente victimas . pedro guevon malparido ! ! ! !",1
5908,"vea indicios , sino datos . casi 40 % asesinatos cometen inmigrantes . llamara avisaros , seguro estis ocupados quitando concertinas .",1
5909,invito fiesta amigos . miercoles arranca buena musica tsh sudaca & amp ; fly so high + invitados 303 djsets hobbes sello indio dj lolita dee jay softkiller tres/cero/tres ( kea ) -,0
5910,memoria historica : sabeis puso concertinas invento devoluciones caliente ? psoe ! sabeis congelo pensiones ? psoe ! sabeis bajo sueldo funcionarios ? psoe ! pedro sanchez insiste devuelto derechos,0
5911,"@ victorfyt justo paris ! ! ! banos publicos ( tipo quimicos ) casi todas cuadras , limpian solos luego cada uso ! , ocupado , ratito pone verde , entro piso mojado olor limpio . sudaca caian lagrimas !",0
5912,"@ sanchezcastejon moro asesino , pon muro ceuta melilla pague marruecos , basta entren inmigrantes asesinos ! durcal # stopislam",1
5913,moro invasor asesina espanola durcal ; izquierda vuelve encubrir proteger asesino ser inmigrante .,1
5914,traducen directamente ingles `` migrants '' parece mas `` cool '' decir : inmigrar emigrar . `` okupa '' sanchez dice twitter . https : //t.co/8ys63gdyij,0
5915,"entiendo politicas neoliberales neoliberales , apoyan libre circulacion mercancias vez apoyan concertinas muros frenar libre circulacion humana . https : //t.co/naumpyakri",0
5916,"@ desvelandorient @ marsejo_ @ perezreverte verdad explicar frase concepto palabra describirlo ? bien claro : viene inmigra , va , emigra . si espana , emigrante espanol alemania inmigrante pais lio ?",0
5917,@ championsleague @ falcao espero celebrado sudaca @ primesaul__,0
5918,"@ yolandacmorin @ caridegomez luego s , gobierno quiere poner colchones base valla daen pobrecitos . quitar concertinas corten . seguro siguiente ser recibirlos banda msica",1
5919,"@ lemasacdlm martillo sudaca mario , si senor .",0
5920,# agendafoxsportsar quiero rojo favorrrr fotito festejando sudaca ano pasado . saludos rioja ! @ alinamoine @ lrubinska @ pinson1972 https : //t.co/zzoxddmctt,0
5921,"@ fernandocasadog @ lenin @ cynthiaviteri6 @ olxecuador @ mercadolibre defiendo lerdin , vos q chch importa sudaca parasito ? largate espana",1
5922,@ pilarfreud @ indegranada toda razn . sido capitalismo trado inmigrante mate espaola . olvidado mencionarlo : asesino moro .,1
5923,"@ simon_dice_ @ cansinarubia @ sanchezcastejon espana emigracion masiva , inmigracion si , debido cierre fronteras italia . ahora `` unica entrada europa '' traves espana , notando fronteras ceuta melilla , hecho , espera salto masivo traves valla .",0
5924,reyesuelos pais sudaca ! ! # lajusticiainthependiente https : //t.co/nmotcqmh9v,1
5925,@ elnano__oficial @ bueuf1 callar sudaca mierda,1
5926,empoderada sales drogadicto haciendo pcpi va skater gangsta nigga encima negra gastas cara mandril falta lanzarte heces padre sudaca,0
5927,ademas acido suele ser criminales sudaca,1
5928,unas horas estaria naciendo negrata,0
5929,"@ reneperle @ ignacos @ sanchezcastejon @ senadoesp pues puso freno apenas saltos valla melilla tras crisis 2014 . 2015 empezaron remitir 2016,2017 q llevamos ano , los.saltos sido escasos excepcionales . ademas , abrieron unas oficinas asilo q tramitado mas 12.000 solicitudes .",0
5930,"@ kngri2 @ humoescarlata2 equipo chico represento seleccion colombia , filas jugadores historicos pais , 1 vez semifinalista libertadores sudaca . siglo xxi : 3 titulos , 2 , concidencia morir narco , volviste ganar despues 24 anos .",0
5931,@ mediterraneodgt quemo hospital tenerife sudaca .,1
5932,"repartidor comida casi roba , sudaca maricon ? ? ? ? ?",1
5933,"@ prvssian claro , mismo nigger maricon . sudaca si , ej .",0
5934,"hablando racismo absoluto desinformacion . dicen dan ayudas inmigrantes , preguntas sacado informacion ''me conto amiga x '' . repugnante . dan asco . https : //t.co/jwh3fxk1xa",0
5935,"totalmente acuerdo @ perezreverte senor migra espana pais origen sera siempre inmigrante , si hace manera irregular sera inmigrante ilegal . usar generico migrante sugiere destino caso precisamente https : //t.co/uu75yhwpa3",0
5936,"voy tuitear modo bullard . mayora inmigra venezuela adultos . vienen educacin . vienen trabajar , generan trabajo . ayuda economa xq dinamizan . gast educacin salud obtiene gente aporta pbi",0
5937,"@ eldiarioes @ grancocolio @ martaborraz pasa pedro sanchez ? va modificar reforma laboral , derogar ley mordaza , suspender devoluciones caliente , retirar medalla billy nino , concertinas sabe devolver franco familia vera",0
5938,"@ scavonemateo pidiendo autorizacin consentimiento , sudaca mestizo mierda . deja proyectar fantasas mandigo . si sientes acomplejado ser homosexual gusta fe vergas negras , pedo , proyect",1
5939,"@ arivald24740479 negrata cuidado .dos lucas , cucha perro .este pueblo mierda traga carros carretas , da mismo , ocho ochenta .tiene amplias tragaderas ojete bebedero patos , sienten padecen",1
5940,"@ scavonemateo 1 ) relativa huevos . mestizo 100 % puro . 0.001 % implica puro . ergo , mestizo.2 ) aprecio , lado , s relativo . t mamas huevos espaoles , quieres reconozcan homb",0
